,u,n,score,ranking
2013-07-09,-343.88800000000003,-131.612,0.4348647203248895,1476
2013-07-10,-523.9200000000001,-23.580000000000002,0.42422472661023436,1548
2013-07-11,411.53625,513.96375,0.6723934157993205,75
2013-07-12,490.05875000000003,-448.55875000000003,0.5058953606974201,959
2013-07-13,186.602,143.898,0.5456898100734364,670
2013-07-14,-175.44099999999997,506.94100000000003,0.5458217685923346,669
2013-07-15,-186.60325,255.10325,0.5099294485177198,932
2013-07-16,313.10675000000003,134.39325000000002,0.5603576651019473,553
2013-07-17,432.49199999999996,468.00800000000004,0.6595057393958867,100
2013-07-18,276.03075,-1112.53075,0.3611587014130845,1837
2013-07-19,354.38599999999997,365.11400000000003,0.6102051347339974,281
2013-07-20,163.85425,-357.35425,0.4760802745806637,1194
2013-07-21,-336.4915,-646.0085,0.2703773612504933,1983
2013-07-22,-441.5285,220.0285,0.4732219507809212,1222
2013-07-23,382.7045,564.7955,0.6896035213184525,53
2013-07-24,141.39625,-69.89625000000001,0.5102899307617027,929
2013-07-25,-602.4945,424.9945,0.478069374099561,1178
2013-07-26,-415.582,773.082,0.5492765692122981,643
2013-07-27,201.94850000000002,626.5515,0.637893510108335,172
2013-07-28,-531.7625,759.2625,0.5322094791189552,773
2013-07-29,-422.696,354.196,0.49153180956925113,1069
2013-07-30,66.59925,39.90075,0.5157814489854446,894
2013-07-31,164.868,-793.3679999999999,0.41022177458676523,1629
2013-08-01,199.2525,-124.7525,0.5107072528501242,926
2013-08-02,-334.6155,-440.8845,0.37739413426681667,1776
2013-08-03,183.81975,792.68025,0.7161112616693323,24
2013-08-04,-349.61775,-135.88225,0.4333789525047731,1486
2013-08-05,-238.47750000000002,32.9775,0.47493632417461246,1206
2013-08-06,319.14374999999995,305.35625000000005,0.5934171111068424,376
2013-08-07,201.68975,34.81025,0.5334147755192393,764
2013-08-08,312.3205,653.1795,0.7054487653332959,35
2013-08-09,191.4975,-332.9975,0.4817106295213125,1142
2013-08-10,97.2425,110.2575,0.5292303170860737,793
2013-08-11,-460.27774999999997,-380.22225000000003,0.35933730670977465,1841
2013-08-12,-169.982,-638.518,0.36794135971423025,1809
2013-08-13,-305.00625,-348.49375,0.4040989462639223,1654
2013-08-14,-339.74325,-59.75675,0.4458349849119438,1400
2013-08-15,609.0815,-162.5815,0.5602579329891084,554
2013-08-16,-160.629,-394.871,0.42322586654344363,1556
2013-08-17,423.84074999999996,-694.3407500000001,0.46590391394167596,1271
2013-08-18,169.55149999999998,-43.051500000000004,0.5195792793891569,874
2013-08-19,296.487,-749.987,0.4385846307858495,1454
2013-08-20,37.26825,420.23175000000003,0.5613318957162067,543
2013-08-21,100.589,42.911,0.5219759571600321,857
2013-08-22,-41.9935,-711.5065,0.3818994188065783,1754
2013-08-23,-399.11875,-208.38125000000002,0.41431187139561987,1608
2013-08-24,274.71225000000004,-388.21225000000004,0.48431791060505447,1114
2013-08-25,-285.41975,142.91975,0.48168843332170563,1143
2013-08-26,-543.198,627.698,0.5120992289681424,916
2013-08-27,106.14325000000001,-871.64325,0.37908066160977394,1766
2013-08-28,-422.44825000000003,13.948249999999998,0.44462422221320314,1409
2013-08-29,565.6385,-33.1385,0.5752810932252517,468
2013-08-30,515.57325,338.92674999999997,0.6444929215165548,146
2013-08-31,520.97875,147.52125,0.6000286083031049,332
2013-09-01,-187.94275,-422.55725,0.41387419351198335,1611
2013-09-02,-571.84575,-202.65425,0.37756700845244406,1775
2013-09-03,526.3620000000001,-381.86199999999997,0.5219816439732661,856
2013-09-04,-52.343999999999994,565.844,0.5717174007513508,487
2013-09-05,581.9445000000001,54.5555,0.5950358957024893,364
2013-09-06,355.97875,635.52125,0.7448192502780911,9
2013-09-07,468.02475000000004,12.475249999999999,0.5657490259883023,520
2013-09-08,-271.6175,-395.8825,0.40221723706108015,1668
2013-09-09,-146.03924999999998,-702.46075,0.3559223943113589,1849
2013-09-10,330.74,-864.24,0.4259761602028958,1534
2013-09-11,-198.71625,-695.78375,0.33665352559081635,1895
2013-09-12,-431.28999999999996,94.79,0.45526868141813714,1337
2013-09-13,95.4205,287.0795,0.5520582543500647,618
2013-09-14,459.55425,-761.05425,0.4607356986695855,1302
2013-09-15,255.4085,467.0915,0.6108090244610839,278
2013-09-16,74.63,-273.13,0.47536734988319784,1199
2013-09-17,-517.4555,19.9555,0.43117873971299775,1498
2013-09-18,145.74,731.76,0.6519790956002679,123
2013-09-19,513.239,410.26099999999997,0.6697579152900952,77
2013-09-20,-456.9825,-185.51749999999998,0.4065343512148382,1643
2013-09-21,-6.0265,-485.4735,0.4323705524395244,1492
2013-09-22,319.88525,-981.38525,0.4033293822792467,1662
2013-09-23,296.0735,-372.5735,0.4906214580114473,1077
2013-09-24,253.6665,-105.1665,0.5225127290928381,852
2013-09-25,224.44875,-519.94875,0.46152245462532715,1296
2013-09-26,-196.4895,-102.01050000000001,0.4613976728765667,1299
2013-09-27,-280.2345,3.7345000000000006,0.46486651948960017,1277
2013-09-28,405.692,-89.19200000000001,0.5438837525510565,684
2013-09-29,392.30724999999995,-321.80724999999995,0.5100224724699594,930
2013-09-30,473.03274999999996,125.46725,0.586906837473359,402
2013-10-01,502.414,251.086,0.6180033624768471,247
2013-10-02,-24.65025,-579.8497500000001,0.4150365535767599,1605
2013-10-03,35.51225,692.98775,0.6131778493171416,272
2013-10-04,397.09799999999996,-18.598,0.5517719852106141,622
2013-10-05,201.04525,20.45475,0.5315007559911409,779
2013-10-06,266.94225,382.55775,0.5970505293120653,351
2013-10-07,392.869,157.631,0.5778158243883004,450
2013-10-08,432.58275,453.91725,0.6542519990765729,114
2013-10-09,-211.179,132.679,0.4905689645864531,1079
2013-10-10,-179.16975,-353.33025,0.4261216005567538,1533
2013-10-11,-519.11925,135.61925,0.4477166699846619,1384
2013-10-12,55.475249999999996,-603.97525,0.4241579316135819,1549
2013-10-13,-588.34375,-11.15625,0.4158732312214703,1600
2013-10-14,-49.519999999999996,-31.98,0.4904612043749352,1082
2013-10-15,52.428,-117.928,0.4918795783597122,1066
2013-10-16,-285.461,-103.03900000000002,0.44702524951054246,1389
2013-10-17,51.715250000000005,-861.21525,0.3676187284739911,1810
2013-10-18,-533.40575,-297.09425,0.36220205736853295,1831
2013-10-19,-586.4115,-19.088500000000003,0.4148972298411321,1606
2013-10-20,424.28325,120.21675,0.5773086234917237,456
2013-10-21,-190.8755,-535.6245,0.38982411700817593,1727
2013-10-22,-428.184,612.684,0.526668729799553,816
2013-10-23,-0.16449999999999854,-473.3355,0.43515466415380083,1474
2013-10-24,322.355,482.145,0.6315552866618611,196
2013-10-25,-372.20525,186.70525,0.47733975444910337,1186
2013-10-26,135.35925,-358.85925,0.47287991037629584,1224
2013-10-27,-410.2545,842.7545,0.5590943644075146,568
2013-10-28,-431.27750000000003,-503.22249999999997,0.3148453976932032,1935
2013-10-29,73.55275,495.94725000000005,0.5798032602024298,431
2013-10-30,78.47125,526.02875,0.5881736097654596,396
2013-10-31,154.05775,-369.55775,0.4738363635735097,1216
2013-11-01,255.65500000000003,634.845,0.6566154907496787,110
2013-11-02,606.01075,-74.51075,0.5751666947245908,469
2013-11-03,26.518250000000002,153.98174999999998,0.5263555600026276,820
2013-11-04,-227.05450000000002,120.55449999999999,0.4854170416899468,1107
2013-11-05,389.3395,-41.8395,0.5482925396360969,653
2013-11-06,-282.16499999999996,404.66499999999996,0.5190311121051974,878
2013-11-07,-53.47,423.97,0.5512733817853044,630
2013-11-08,-348.60525,-630.8947499999999,0.2758087184093987,1980
2013-11-09,-547.00675,609.50675,0.5094173681133437,938
2013-11-10,480.01525,-790.5152499999999,0.4595303238927311,1311
2013-11-11,377.779,491.721,0.6497997204497739,131
2013-11-12,243.53275,555.9672499999999,0.6293312521649463,201
2013-11-13,-138.4925,-568.0074999999999,0.3945132744656381,1707
2013-11-14,-416.61025,-254.88975,0.4017937209778024,1672
2013-11-15,-367.92975,-511.57025,0.34283103505534235,1880
2013-11-16,-334.02475000000004,-155.47525000000002,0.4328548972098203,1490
2013-11-17,61.8675,-169.3675,0.4852025902063648,1108
2013-11-18,279.1375,414.3625,0.6052920271215597,307
2013-11-19,196.8555,623.6445,0.636864175033115,180
2013-11-20,-213.05349999999999,706.5535,0.5676414842523851,507
2013-11-21,577.7,-244.2,0.5459996140063746,667
2013-11-22,309.9735,-95.4735,0.5308416334395916,786
2013-11-23,18.092,-797.592,0.3761957551246041,1780
2013-11-24,116.71325,-439.21325,0.4578745439271754,1323
2013-11-25,-63.23675,517.73675,0.5611081431333547,546
2013-11-26,-236.29175,794.7917500000001,0.57879282378409,442
2013-11-27,-186.4445,-609.0554999999999,0.37244662597985856,1796
2013-11-28,324.69,-302.19,0.5041720813606423,978
2013-11-29,-600.2995,-75.2005,0.40076623716923704,1676
2013-11-30,-495.38225,93.88225,0.44562742080695183,1402
2013-12-01,-486.77475000000004,-390.72525,0.34443224681061885,1878
2013-12-02,-583.1355,156.6355,0.4420706440209212,1427
2013-12-03,454.33125,-220.83125,0.5331849690365282,767
2013-12-04,274.36275,12.13725,0.5395753902057424,714
2013-12-05,-19.02025,293.52025,0.538537505657761,726
2013-12-06,-516.4105,-55.0895,0.42008061371507527,1572
2013-12-07,-28.727,-255.77300000000002,0.463412303781241,1285
2013-12-08,-35.76825,-68.73175,0.4859255698420467,1105
2013-12-09,-427.5715,-95.9285,0.4275713372455762,1524
2013-12-10,-103.07849999999999,-224.42149999999998,0.45716944745702437,1328
2013-12-11,-147.27475,-167.22525000000002,0.4589972618661065,1315
2013-12-12,146.89225,727.60775,0.6510617932508206,126
2013-12-13,196.59625,318.90375,0.5718922860088278,485
2013-12-14,-547.8019999999999,-194.698,0.38542237651207606,1743
2013-12-15,-147.7535,361.25350000000003,0.5306788752861531,787
2013-12-16,160.15300000000002,-178.65300000000002,0.4984664239623665,1019
2013-12-17,32.412,598.088,0.5944772227229489,370
2013-12-18,450.54,220.96,0.600869343613512,329
2013-12-19,206.0605,-52.560500000000005,0.5231545548034507,847
2013-12-20,-441.63250000000005,186.1325,0.4684042394811082,1256
2013-12-21,-372.60974999999996,-595.8902499999999,0.28844365731460603,1969
2013-12-22,137.203,-593.703,0.4383424581284788,1457
2013-12-23,-447.30575,-495.19425,0.30978826159639994,1943
2013-12-24,117.71875,81.78125,0.5285905638357893,801
2013-12-25,362.605,619.895,0.7266472482437989,18
2013-12-26,84.60775000000001,868.89225,0.6935988472705863,47
2013-12-27,-130.57025,333.07025,0.528678073356565,798
2013-12-28,208.24525,290.25475,0.5687252016840273,502
2013-12-29,-70.692,-799.808,0.34756595936608425,1871
2013-12-30,37.8055,-310.30550000000005,0.4657094538844653,1273
2013-12-31,542.9705,-374.4705,0.525270261602646,832
2014-01-01,-166.73875,-357.76125,0.4275527197000656,1525
2014-01-02,590.38825,-32.88825,0.5787866072779997,443
2014-01-03,519.0745000000001,-207.5745,0.5433028821754425,689
2014-01-04,-256.8885,-719.6115,0.2808142421277963,1977
2014-01-05,-545.54675,328.04675,0.47370508066443584,1218
2014-01-06,-414.18375000000003,-486.31624999999997,0.33433615821630086,1901
2014-01-07,-611.701,52.201,0.422784114259202,1560
2014-01-08,-365.01824999999997,950.5182500000001,0.5848152057311836,415
2014-01-09,202.45125000000002,-489.95125,0.4630505873563575,1288
2014-01-10,-283.856,-709.644,0.2118147278723394,1994
2014-01-11,-249.23375,-188.26625,0.4409147883083434,1438
2014-01-12,380.2565,513.2435,0.6570518329937766,107
2014-01-13,-451.76975000000004,908.26975,0.5613221834848127,544
2014-01-14,345.0145,-625.5145,0.46452972896159384,1281
2014-01-15,-278.84075,240.34075,0.49610689281360176,1039
2014-01-16,-463.71575,-271.78425,0.386408128981927,1736
2014-01-17,259.73575,-43.23575,0.5308715647284993,784
2014-01-18,104.866,883.634,0.7373360371173396,12
2014-01-19,399.17150000000004,-736.6714999999999,0.45525677643379836,1338
2014-01-20,322.78725,167.71275,0.5673133816803431,510
2014-01-21,389.14425,268.35575,0.5981116398182045,343
2014-01-22,-243.259,553.759,0.5432698205094091,690
2014-01-23,-422.738,4.2379999999999995,0.4433265610336162,1419
2014-01-24,336.86275,192.63725,0.5747669934884999,471
2014-01-25,394.6,-185.10000000000002,0.5300350624597095,791
2014-01-26,587.34025,170.15974999999997,0.6196311836997432,243
2014-01-27,-128.58675,-209.91325,0.4550681533424925,1339
2014-01-28,-157.269,317.769,0.5241293683470407,840
2014-01-29,353.82875,-180.32875,0.5257137652649087,827
2014-01-30,-204.19875000000002,183.69875000000002,0.49832873956277857,1021
2014-01-31,551.52275,31.977249999999998,0.5838104400259148,417
2014-02-01,389.41275,518.08725,0.6617665704303759,93
2014-02-02,-98.1845,-45.3155,0.4816873075879248,1144
2014-02-03,220.43650000000002,-854.9365,0.40833161610174895,1635
2014-02-04,289.21175,587.2882500000001,0.6518622948740558,124
2014-02-05,-431.9185,-435.5815,0.34816618969817703,1868
2014-02-06,502.673,-312.173,0.5282092742440078,810
2014-02-07,-11.93075,-336.56925,0.45339757096609207,1349
2014-02-08,336.12125,595.3787500000001,0.6752465406752138,69
2014-02-09,-161.91174999999998,-799.58825,0.2931559830878267,1962
2014-02-10,241.18200000000002,757.318,0.8301245283920397,2
2014-02-11,-96.8525,560.3525,0.5623248804721168,537
2014-02-12,-617.90625,44.40625,0.4200266434263925,1574
2014-02-13,523.55525,15.944749999999999,0.5766848752345499,461
2014-02-14,-525.9657500000001,91.46574999999999,0.4411016613458393,1435
2014-02-15,-224.52525,263.02525,0.50555252178843,962
2014-02-16,512.562,326.938,0.6416296402861656,161
2014-02-17,522.6492499999999,291.85075,0.6345697866677872,186
2014-02-18,95.503,45.997,0.5218540321250772,859
2014-02-19,173.69525,-100.19525,0.5105803688093737,927
2014-02-20,-79.66475,-103.83525,0.477587241703383,1184
2014-02-21,-279.96475,-140.53525,0.4430494919113985,1421
2014-02-22,-173.71975,588.21975,0.5564345168233484,586
2014-02-23,241.8485,335.6515,0.5819882289978766,423
2014-02-24,164.21575,-1096.71575,0.3152438151143936,1933
2014-02-25,367.30725,354.19275,0.6107878708675506,279
2014-02-26,385.65675,136.84325,0.5735025241364129,478
2014-02-27,-523.506,-68.994,0.4167445200940663,1593
2014-02-28,-26.374499999999998,-232.1255,0.4678025846934054,1259
2014-03-01,-524.05525,530.55525,0.50144076960221,994
2014-03-02,88.8625,501.6375,0.5857078934345759,410
2014-03-03,-98.21175,-429.28825,0.4264758868487867,1528
2014-03-04,480.7455,237.7545,0.6101050195216229,282
2014-03-05,-202.77175,-512.72825,0.3924504637471129,1716
2014-03-06,-366.5865,-572.9135,0.3130439501024067,1940
2014-03-07,-426.04625,-341.45375,0.37846095844336997,1768
2014-03-08,322.0855,442.4145,0.6212936041341152,236
2014-03-09,168.18225,499.31774999999993,0.5998936162933391,333
2014-03-10,-513.08975,212.58974999999998,0.46127136883234154,1301
2014-03-11,-527.7295,320.22950000000003,0.4748290241708393,1208
2014-03-12,276.06925,297.43075,0.5814880892610207,427
2014-03-13,-486.79325,-337.70675,0.36323407365500254,1825
2014-03-14,410.562,250.938,0.5989258154319865,339
2014-03-15,268.73575,423.76425,0.6052812074495139,308
2014-03-16,-525.66475,339.16475,0.4766130625134659,1187
2014-03-17,-485.14975000000004,568.64975,0.5120806125350098,917
2014-03-18,537.0425,347.4575,0.6539922234763202,116
2014-03-19,-158.59075,176.09075,0.5029700157545507,983
2014-03-20,-122.00275,563.50275,0.5597404484786924,559
2014-03-21,421.4625,28.037499999999998,0.5604382127115758,551
2014-03-22,543.13025,-422.63025000000005,0.5188997433785544,880
2014-03-23,614.29,-29.79,0.5841548556490731,416
2014-03-24,311.42150000000004,-383.92150000000004,0.49108342546727246,1073
2014-03-25,-181.4785,-387.0215,0.42123765510823263,1569
2014-03-26,-521.84325,-126.65674999999999,0.40513864968249236,1649
2014-03-27,340.49800000000005,-403.99800000000005,0.4920357895054905,1064
2014-03-28,74.03625,-168.53625,0.48704392757603776,1095
2014-03-29,-95.49,-806.01,0.3333552284930924,1902
2014-03-30,511.584,146.916,0.5983343736087824,342
2014-03-31,-503.69175,-58.80825,0.4223359344902082,1563
2014-04-01,-35.9815,-450.5185,0.4331579303727166,1487
2014-04-02,-612.7935,273.2935,0.45501038242807623,1340
2014-04-03,-3.838250000000002,504.33825,0.56873773940895,500
