,u,b,score,ranking
2013-05-18,200.374,509.126,0.9406037917790356,291
2013-05-19,-136.11149999999998,-491.3885,0.0727259204758588,1628
2013-05-20,465.9365,506.5635,0.9943564165441922,28
2013-05-21,450.9615,505.5385,0.9924894589884223,44
2013-05-22,-231.10725000000002,518.60725,0.8503564591650729,713
2013-05-23,-11.188500000000001,511.6885,0.8994497011784771,500
2013-05-24,-197.1615,-493.3385,0.06017566196335394,1691
2013-05-25,-200.13225,519.63225,0.8569680988754935,681
2013-05-26,-453.4385,521.9385,0.8073773894709066,932
2013-05-27,100.451,-488.951,0.12191286679597937,1389
2013-05-28,-0.9615,-485.5385,0.1005358046457723,1487
2013-05-29,-439.66975,521.16975,0.8102957502499979,919
2013-05-30,-205.13225,519.63225,0.8557292928473224,686
2013-05-31,399.24275,504.25725,0.9816531771933308,97
2013-06-01,-244.3385,517.8385,0.8479123781333945,727
2013-06-02,-347.674,-493.826,0.02897897441824462,1842
2013-06-03,-16.230249999999998,-486.26975000000004,0.09789055205551261,1503
2013-06-04,490.651,-481.151,0.19713009082212016,991
2013-06-05,-241.3385,517.8385,0.8484110543023001,724
2013-06-06,174.50525,513.99475,0.9344271094811758,312
2013-06-07,255.65525,507.84475,0.9523239230657435,237
2013-06-08,-246.3385,517.8385,0.8475275087984799,729
2013-06-09,233.33225,-483.83225000000004,0.14564326972237193,1251
2013-06-10,-132.86775,-491.63225,0.07355662654385065,1625
2013-06-11,128.7865,512.7135,0.926461166118716,359
2013-06-12,133.20725,-488.70725000000004,0.12670594215217895,1356
2013-06-13,28.01775,513.48225,0.9071549368149517,459
2013-06-14,-397.36350000000004,518.8634999999999,0.8180579540108817,879
2013-06-15,340.33225000000004,-483.83225000000004,0.1670604991178476,1144
2013-06-16,-172.59475,518.09475,0.8641560129943472,655
2013-06-17,-290.59475,518.09475,0.8373037020799708,773
2013-06-18,-463.724,-495.776,0.008155028310952784,1960
2013-06-19,80.7865,512.7135,0.9181785886376485,407
2013-06-20,177.50525,513.99475,0.9355128723684565,309
2013-06-21,-493.96775,-495.53225,0.0033175657855712306,1990
2013-06-22,1.09275,510.40725,0.9024186116598563,489
2013-06-23,-266.1115,-491.3885,0.04529915503958759,1758
2013-06-24,146.50525,513.99475,0.9290345580818901,340
2013-06-25,-318.45525,-495.04475,0.03487328580099829,1814
2013-06-26,191.501,-487.001,0.1381875476204932,1296
2013-06-27,-116.40525,-493.09475,0.07734706926010748,1610
2013-06-28,424.474,505.02599999999995,0.987345997747347,71
2013-06-29,-356.2115,-495.2885,0.027504188829198653,1852
2013-06-30,-161.1615,-493.3385,0.0682132702100517,1655
2013-07-01,-384.69899999999996,-494.80100000000004,0.022694704248117814,1880
2013-07-02,428.1635,-480.6635,0.18493872365571257,1053
2013-07-03,386.40725,-480.90725,0.1754678706761962,1095
2013-07-04,-224.876,519.376,0.8515883255430312,706
2013-07-05,162.50525,513.99475,0.9319968092068358,324
2013-07-06,312.19275,506.30724999999995,0.9634444400402432,182
2013-07-07,50.248999999999995,514.251,0.9110401623198925,436
2013-07-08,21.299,512.201,0.9059301156712014,467
2013-07-09,-242.3385,517.8385,0.8483704581800904,725
2013-07-10,-393.876,519.376,0.8186205535611799,875
2013-07-11,408.94475,-479.44475,0.17944315159066537,1071
2013-07-12,393.499,504.001,0.9800836114326661,103
2013-07-13,131.476,-487.976,0.1266202914546536,1357
2013-07-14,-163.67399999999998,-493.826,0.06780595820974014,1658
2013-07-15,-142.876,519.376,0.8698419149225323,624
2013-07-16,230.0885,-483.5885,0.14519113577404788,1254
2013-07-17,408.1885,-479.6885,0.17942205199051542,1072
2013-07-18,395.43225,-479.93225,0.17741728485302347,1085
2013-07-19,284.35725,-482.85725,0.1559751091715248,1199
2013-07-20,142.99275,514.50725,0.9284063292308576,343
2013-07-21,-405.851,518.351,0.8168279929990098,888
2013-07-22,-319.3885,519.8885,0.8323257428189228,800
2013-07-23,391.499,504.001,0.9797108377054159,105
2013-07-24,97.76150000000001,513.7384999999999,0.921285811931918,389
2013-07-25,-488.64475000000004,520.1447499999999,0.801839410323326,969
2013-07-26,-383.15725,520.65725,0.8202943085732065,863
2013-07-27,165.50525,513.99475,0.9327003538216112,321
2013-07-28,-492.876,519.376,0.8010123167692438,974
2013-07-29,-320.876,519.376,0.8321616102834998,802
2013-07-30,41.426,-489.92600000000004,0.10974675787331722,1449
2013-07-31,188.55525,511.94475,0.9383790395385387,300
2013-08-01,152.426,-489.92600000000004,0.13039225190052012,1338
2013-08-02,-268.624,-491.876,0.04485386189211196,1761
2013-08-03,217.81975,-484.31975,0.14243584426950717,1267
2013-08-04,-255.38025,-492.11975,0.04744981749936002,1748
2013-08-05,-165.59475,518.09475,0.8650799396318536,648
2013-08-06,252.86975,-482.36975,0.14929828102360485,1230
2013-08-07,149.50525,513.99475,0.9299265798094429,337
2013-08-08,341.88649999999996,508.6135,0.9698446820988357,150
2013-08-09,156.426,-489.92600000000004,0.13152257846006868,1334
2013-08-10,61.505250000000004,513.99475,0.9136617206670944,425
2013-08-11,-404.43025,-494.06975,0.018734953565618495,1899
2013-08-12,-133.86775,-491.63225,0.0735431606118867,1626
2013-08-13,-216.926,521.4259999999999,0.8530404735363452,696
2013-08-14,-238.59475,518.09475,0.8487979286758167,721
2013-08-15,480.38225,-481.88225,0.19460211095048913,1002
2013-08-16,-101.10725,518.60725,0.8786195449333521,583
2013-08-17,382.21775,505.28225,0.9784093110354227,113
2013-08-18,125.55525,511.94475,0.9262277251994526,363
2013-08-19,296.35725,-482.85725,0.1589622607083297,1187
2013-08-20,-1.71775,-485.78225,0.10052741862103842,1488
2013-08-21,66.53025,512.96975,0.9153807769252719,421
2013-08-22,-18.188499999999998,511.6885,0.8985035387637729,507
2013-08-23,-285.10725,518.60725,0.8390485975596089,767
2013-08-24,216.399,508.101,0.9444904230523011,276
2013-08-25,-203.38850000000002,519.8885,0.8561544724881712,684
2013-08-26,-484.69899999999996,-494.80100000000004,0.004863193286290768,1980
2013-08-27,147.249,514.251,0.9290944591814336,339
2013-08-28,-314.69899999999996,-494.80100000000004,0.03542213588140979,1810
2013-08-29,429.474,505.02599999999995,0.988091716870583,66
2013-08-30,460.1635,-480.6635,0.19078571540051747,1021
2013-08-31,405.21775,505.28225,0.9829728780440897,90
2013-09-01,-130.11149999999998,-491.3885,0.07403174005108888,1622
2013-09-02,-480.4135,520.9135,0.8030913233057735,960
2013-09-03,432.91975,-480.41975,0.1856637125175451,1048
2013-09-04,-74.0865,-490.4135,0.08563682966346287,1565
2013-09-05,472.40725,-480.90725,0.19333096380873394,1009
2013-09-06,469.651,-481.151,0.19272399541785057,1012
2013-09-07,355.33225000000004,-483.83225000000004,0.170601891093472,1129
2013-09-08,-202.94275,-494.55725,0.05888977841391714,1698
2013-09-09,-108.10725,518.60725,0.8770195457203851,590
2013-09-10,353.33225000000004,-483.83225000000004,0.1702273343033714,1131
2013-09-11,-177.3135,516.8135,0.8633844010312556,661
2013-09-12,-311.64475000000004,520.1447499999999,0.8338985493372185,792
2013-09-13,52.248999999999995,514.251,0.9113602524916701,434
2013-09-14,422.73024999999996,504.76975,0.9872309548321563,73
2013-09-15,195.349,510.15099999999995,0.9392059593349946,295
2013-09-16,62.20725,-488.70725000000004,0.114012234017873,1427
2013-09-17,-402.2115,-495.2885,0.01943529875415371,1898
2013-09-18,105.9385,-489.4385,0.12300144533983395,1384
2013-09-19,482.44899999999996,506.051,0.9980107700208527,12
2013-09-20,-351.94275,-494.55725,0.028016803047304806,1847
2013-09-21,13.79475,-485.29475,0.10366593047274736,1472
2013-09-22,387.1635,-480.6635,0.1754746143855911,1094
2013-09-23,249.38225,-481.88225,0.1481537235508409,1233
2013-09-24,204.0385,-485.5385,0.1394031481990536,1282
2013-09-25,199.63025,508.86974999999995,0.9404968167974219,292
2013-09-26,-139.86775,-491.63225,0.07189823024395103,1632
2013-09-27,-191.38850000000002,519.8885,0.8587183688528988,672
2013-09-28,303.9115,507.58849999999995,0.9618722310957027,189
2013-09-29,305.65525,507.84475,0.9620226789358362,187
2013-09-30,356.399,508.101,0.9734144637160208,136
2013-10-01,402.73024999999996,504.76975,0.9826481105112943,93
2013-10-02,6.7947500000000005,-485.29475,0.10226847977218756,1479
2013-10-03,-3.474,-486.026,0.10030325893743992,1490
2013-10-04,301.86975,-482.36975,0.15965903579335505,1181
2013-10-05,150.99275,514.50725,0.929992786155553,335
2013-10-06,207.81975,-484.31975,0.14039337545154068,1277
2013-10-07,298.35725,-482.85725,0.15915853388722023,1185
2013-10-08,380.21775,505.28225,0.9780010683635133,115
2013-10-09,-154.3635,518.8634999999999,0.8675990313703072,636
2013-10-10,-117.56975,517.06975,0.8751165905279888,601
2013-10-11,-392.13225,519.63225,0.8187963879681739,873
2013-10-12,68.476,-487.976,0.1156560281992348,1420
2013-10-13,-456.18225,521.68225,0.8071884547593484,935
2013-10-14,-39.907250000000005,510.40725,0.8931196036264921,530
2013-10-15,36.182249999999996,-489.68225,0.10852892694151534,1454
2013-10-16,-209.1865,-494.3135,0.05730825042565688,1704
2013-10-17,80.04275000000001,512.4572499999999,0.9181666521138022,408
2013-10-18,-476.96775,-495.53225,0.006100049987809886,1973
2013-10-19,-452.4385,521.9385,0.8074696377498429,931
2013-10-20,320.16774999999996,507.33225,0.9645201121319317,173
2013-10-21,-138.86775,-491.63225,0.07203812828225258,1631
2013-10-22,-373.01775,-497.48225,0.025412102530376957,1871
2013-10-23,14.06775,511.43224999999995,0.9044486520109609,475
2013-10-24,261.68025,506.81975,0.9539987106197222,232
2013-10-25,-268.826,517.326,0.8431642054993687,752
2013-10-26,117.69475,-489.19475,0.12457809516380006,1372
2013-10-27,-403.61975,519.11975,0.8170694929987536,885
2013-10-28,-438.92600000000004,521.4259999999999,0.8103363442337216,918
2013-10-29,23.530250000000002,512.96975,0.9062709263136297,464
2013-10-30,35.48025,515.0197499999999,0.9081270243220214,450
2013-10-31,138.249,514.251,0.9274859802996414,348
2013-11-01,231.0885,-483.5885,0.1452182667445323,1253
2013-11-02,468.9365,506.5635,0.995170415892507,25
2013-11-03,5.0927500000000006,510.40725,0.9032600696602391,485
2013-11-04,-170.851,518.351,0.8645912945882492,653
2013-11-05,284.9115,507.58849999999995,0.9590372389537408,208
2013-11-06,-225.699,-494.80100000000004,0.054166450252414844,1721
2013-11-07,-62.036500000000004,-488.4635,0.08779428414112722,1551
2013-11-08,-423.1615,-493.3385,0.01569127626845319,1917
2013-11-09,-470.64475000000004,520.1447499999999,0.8050701486830916,951
2013-11-10,451.70525,505.79474999999996,0.9925296829355851,43
2013-11-11,341.0885,-483.5885,0.16719602410244117,1143
2013-11-12,201.551,-485.05100000000004,0.1391948412187396,1284
2013-11-13,-94.624,-491.876,0.08179058888285398,1587
2013-11-14,-307.901,520.401,0.8346588640141692,788
2013-11-15,-324.61975,519.11975,0.8312874085342172,806
2013-11-16,-241.1615,-493.3385,0.05004857963291907,1735
2013-11-17,42.182249999999996,-489.68225,0.1098453329412241,1448
2013-11-18,220.33225,-483.83225000000004,0.14291918454001248,1264
2013-11-19,163.249,514.251,0.9320394753435464,323
2013-11-20,-204.38850000000002,519.8885,0.8559867793891887,685
2013-11-21,444.9615,505.5385,0.9909730561326389,50
2013-11-22,248.13850000000002,-481.6385,0.1475793833391537,1234
2013-11-23,47.938500000000005,-489.4385,0.11087081050228015,1442
2013-11-24,103.76150000000001,513.7384999999999,0.9223441492468705,383
2013-11-25,-83.35525000000001,-491.14475000000004,0.08392001248555798,1575
2013-11-26,-234.59475,518.09475,0.8495461979002316,717
2013-11-27,-144.649,-492.851,0.07119453573025232,1638
2013-11-28,262.626,-482.126,0.15156922209287382,1220
2013-11-29,-495.724,-495.776,0.0028786977259511737,1992
2013-11-30,-382.69899999999996,-494.80100000000004,0.023214528101383247,1878
2013-12-01,-442.4135,520.9135,0.8092005284043506,922
2013-12-02,-464.48024999999996,-496.01975000000004,0.008145760463794028,1961
2013-12-03,346.63025,508.86974999999995,0.9710921168022015,145
2013-12-04,201.11775,509.38225,0.9407315718760048,290
2013-12-05,-33.93225,511.43224999999995,0.8948347658174651,523
2013-12-06,-401.2115,-495.2885,0.019566832130200298,1897
2013-12-07,-20.41975,510.91974999999996,0.8983231750233666,510
2013-12-08,-35.41975,510.91974999999996,0.8946943541561132,525
2013-12-09,-308.64475000000004,520.1447499999999,0.8346403739820031,789
2013-12-10,-67.81775,-489.68225,0.08677032984759461,1558
2013-12-11,-102.624,-491.876,0.0797009468794747,1595
2013-12-12,108.99275,514.50725,0.9231700196104433,377
2013-12-13,134.20725,-488.70725000000004,0.12701873017352877,1355
2013-12-14,-444.15725,520.65725,0.809060801954409,924
2013-12-15,-119.05725,516.55725,0.8749225229252943,603
2013-12-16,123.98849999999999,-487.48850000000004,0.12517198314284728,1364
2013-12-17,-6.651,510.15099999999995,0.9006272517160177,497
2013-12-18,356.81975,-484.31975,0.17129796823766447,1128
2013-12-19,158.18225,-489.68225,0.131738726323789,1332
2013-12-20,-318.3885,519.8885,0.832586885416286,799
2013-12-21,-434.45525,-495.04475,0.01411374948008597,1930
2013-12-22,142.69475,-489.19475,0.12848385564126313,1347
2013-12-23,-465.92600000000004,521.4259999999999,0.8053022621083245,945
2013-12-24,74.55525,511.94475,0.9171551162546927,414
2013-12-25,445.91975,-480.41975,0.18804604828499152,1035
2013-12-26,66.476,-487.976,0.1150948355751758,1422
2013-12-27,-106.851,518.351,0.8776339852413044,589
2013-12-28,143.69475,-489.19475,0.12865764368847063,1346
2013-12-29,-40.9615,-485.5385,0.09165057809830333,1527
2013-12-30,39.182249999999996,-489.68225,0.109123357863187,1451
2013-12-31,447.67600000000004,-480.17600000000004,0.18829296175530505,1033
2014-01-01,-117.1615,-493.3385,0.07722052756015485,1611
2014-01-02,466.1635,-480.6635,0.19223811276478286,1015
2014-01-03,415.1885,-479.6885,0.18107012839121275,1065
2014-01-04,-284.10725,518.60725,0.8391582269578594,766
2014-01-05,-422.64475000000004,520.1447499999999,0.8138722601750331,903
2014-01-06,-385.15725,520.65725,0.8201556002754854,865
2014-01-07,-478.901,520.401,0.80364436513031,959
2014-01-08,-391.3885,519.8885,0.8188885921511857,872
2014-01-09,182.71975,-488.21975,0.13660135468327136,1306
2014-01-10,-433.69899999999996,-494.80100000000004,0.014237729692045798,1929
2014-01-11,-182.38025,-492.11975,0.06379512605875226,1675
2014-01-12,350.0885,-483.5885,0.1689750621938909,1134
2014-01-13,-473.15725,520.65725,0.8046543871471652,953
2014-01-14,321.35725,-482.85725,0.16289369651778718,1162
2014-01-15,-213.94275,-494.55725,0.05637095495467999,1709
2014-01-16,-366.64475000000004,520.1447499999999,0.8236329655243313,847
2014-01-17,203.28225,-485.78225,0.13934743307283012,1283
2014-01-18,127.74475000000001,-487.24475,0.1257885693559768,1360
2014-01-19,371.474,505.02599999999995,0.9754944027054107,124
2014-01-20,242.1135,-482.61350000000004,0.14701420876077717,1241
2014-01-21,309.35725,-482.85725,0.16069618607696973,1174
2014-01-22,-213.1865,-494.3135,0.0564069145142613,1708
2014-01-23,-312.94275,-494.55725,0.03548790875594456,1808
2014-01-24,256.1135,-482.61350000000004,0.1501229503281717,1227
2014-01-25,301.16774999999996,507.33225,0.9613669478534529,192
2014-01-26,483.19275,506.30724999999995,0.9981010284001347,11
2014-01-27,-83.826,517.326,0.8825235353822853,567
2014-01-28,-122.80099999999999,516.3009999999999,0.8744036171585566,607
2014-01-29,268.424,507.07599999999996,0.9552825921483994,225
2014-01-30,-152.10725000000002,518.60725,0.8681607080506036,634
2014-01-31,435.1635,-480.6635,0.18615146512071296,1046
2014-02-01,348.374,509.126,0.9716825503686024,143
2014-02-02,-69.776,515.276,0.8857988054750037,555
2014-02-03,256.86975,-482.36975,0.1501742135582995,1226
2014-02-04,260.1385,-481.6385,0.15090857481693648,1222
2014-02-05,-381.4135,520.9135,0.8206247737671866,861
2014-02-06,414.1885,-479.6885,0.18051058133591336,1066
2014-02-07,-5.1635,510.6635,0.9010504744895715,495
2014-02-08,334.33225000000004,-483.83225000000004,0.16529149322154835,1150
2014-02-09,-173.3385,517.8385,0.8640099202061224,656
2014-02-10,404.40725,-480.90725,0.17910464569924012,1077
2014-02-11,-114.91775000000001,-493.58225000000004,0.07784033574683263,1609
2014-02-12,-486.901,520.401,0.8021675302960597,967
2014-02-13,397.24275,504.25725,0.9810763952838528,99
2014-02-14,-396.36350000000004,518.8634999999999,0.8182573353572268,878
2014-02-15,-174.08225,517.5822499999999,0.863862727518083,657
2014-02-16,439.474,505.02599999999995,0.990012393410161,56
2014-02-17,457.40725,-480.90725,0.19012142938751123,1024
2014-02-18,64.274,513.226,0.9146875776246572,423
2014-02-19,127.78649999999999,512.7135,0.9263674424339599,360
2014-02-20,-53.498999999999995,-487.001,0.08968910439566397,1541
2014-02-21,-203.94275,-494.55725,0.05864215433961291,1699
2014-02-22,-162.59475,518.09475,0.8657329090739833,645
2014-02-23,174.45100000000002,-488.951,0.1345036912154077,1315
2014-02-24,257.86975,-482.36975,0.150474905887536,1225
2014-02-25,281.68025,506.81975,0.9583158087451698,212
2014-02-26,293.38225,-481.88225,0.1579236285589108,1189
2014-02-27,-406.91774999999996,-493.58225000000004,0.018241220609738075,1901
2014-02-28,-16.676,511.176,0.8988840609405163,506
2014-03-01,-434.92600000000004,521.4259999999999,0.8115117520033289,914
2014-03-02,42.938500000000005,-489.4385,0.10990577646474711,1447
2014-03-03,-57.76775,-487.73225,0.0883061002746754,1546
2014-03-04,378.73024999999996,504.76975,0.97754083655166,117
2014-03-05,-150.67399999999998,-493.826,0.07018300251041575,1645
2014-03-06,-380.94275,-494.55725,0.023413403285521175,1876
2014-03-07,-348.43025,-494.06975,0.028598336410567173,1843
2014-03-08,254.9115,507.58849999999995,0.9523021263434945,238
2014-03-09,111.42599999999999,-489.92600000000004,0.12364361266325222,1379
2014-03-10,-397.45525,-495.04475,0.02022453522455805,1893
2014-03-11,-406.59475,518.09475,0.8168213612229995,889
2014-03-12,207.0635,-484.5635,0.140193826291824,1278
2014-03-13,-430.43025,-494.06975,0.014552601272838707,1925
2014-03-14,317.9365,506.5635,0.9643720118580713,176
2014-03-15,202.63025,508.86974999999995,0.9412484454312993,289
2014-03-16,-409.851,518.351,0.81626975612838,892
2014-03-17,-404.36350000000004,518.8634999999999,0.8169675428170384,886
2014-03-18,493.40725,-480.90725,0.1973279157002351,988
2014-03-19,-125.35525000000001,-491.14475000000004,0.07485415915122406,1617
2014-03-20,-123.80099999999999,516.3009999999999,0.8741284294133782,608
2014-03-21,307.399,508.101,0.9625599134515006,185
2014-03-22,453.43225,-479.93225,0.18944971547677175,1027
2014-03-23,475.70525,505.79474999999996,0.9972002127645743,19
2014-03-24,259.38225,-481.88225,0.15067563705178832,1223
2014-03-25,-116.08224999999999,517.5822499999999,0.8752519171061832,599
2014-03-26,-415.649,-492.851,0.016700143339733752,1909
2014-03-27,270.16774999999996,507.33225,0.9554293831854874,223
2014-03-28,53.7365,514.7635,0.911680849947161,432
2014-03-29,-78.33025,-490.16975,0.08484440184939526,1569
2014-03-30,397.9865,504.51349999999996,0.9812708770189472,98
2014-03-31,-387.2115,-495.2885,0.02223949646123027,1883
2014-04-01,-12.9865,-486.5135,0.09852502085817183,1500
2014-04-02,-498.96775,-495.53225,0.0022707289534838137,1995
2014-04-03,-32.20525,-485.29475,0.09373212839882526,1518
2014-04-04,-451.724,-495.776,0.01126065513636747,1948
