,n,b,score,ranking
2013-02-08,-466.658,-449.842,0.29374511608812554,1917
2013-02-09,49.731750000000005,-482.23175,0.4157488988695299,1433
2013-02-10,291.4475,485.0525,0.6590773263996328,224
2013-02-11,33.968,-483.46799999999996,0.4137094624951977,1450
2013-02-12,-53.6075,490.1075,0.5907481374089407,564
2013-02-13,-128.36575,490.86575000000005,0.575911704352857,638
2013-02-14,-549.1455,447.64549999999997,0.4817182407706058,1102
2013-02-15,-313.65274999999997,-471.84725000000003,0.34241246332842334,1786
2013-02-16,-212.69675,-475.80325,0.363148898323217,1689
2013-02-17,379.81025,474.68975,0.6845697780975133,146
2013-02-18,112.979,-482.479,0.4274894631654769,1370
2013-02-19,-546.5862500000001,-420.91375,0.2589567875709813,1968
2013-02-20,103.4845,-481.9845,0.4259267175515836,1379
2013-02-21,-190.999,-480.501,0.36919341756669466,1672
2013-02-22,-297.3945,-471.1055,0.34584623997552333,1769
2013-02-23,220.29225,-476.79224999999997,0.44893410310726944,1257
2013-02-24,369.166,-465.666,0.4824799617996761,1097
2013-02-25,344.99699999999996,480.50300000000004,0.674502409529296,175
2013-02-26,-351.867,-468.633,0.33286259814218894,1821
2013-02-27,-165.24625,-480.25374999999997,0.37526300993190287,1646
2013-02-28,108.23725,-481.73725,0.4265010745122851,1374
2013-03-01,349.6165,-470.1165,0.47804361016978875,1121
2013-03-02,-223.21325000000002,-477.28675,0.3616660609723768,1701
2013-03-03,-115.27924999999999,-483.22074999999995,0.3851472818668946,1599
2013-03-04,-423.50975000000005,-458.99024999999995,0.3114932020795178,1883
2013-03-05,-440.98225,-456.51775,0.30430347007354636,1898
2013-03-06,312.4365,486.0635,0.6650020657915359,202
2013-03-07,475.07275,-451.57275,0.5084992022856659,977
2013-03-08,-68.5045,-480.9955,0.39423919027357335,1550
2013-03-09,359.133,-468.633,0.480282631831362,1110
2013-03-10,119.4735,-482.9735,0.4289308820038107,1364
2013-03-11,-268.5085,481.0085,0.5483904196315901,788
2013-03-12,155.11775,492.38225,0.6289116484406732,353
2013-03-13,486.56875,450.93125,0.7230429253172777,63
2013-03-14,-17.6295,492.1295,0.597133916871204,526
2013-03-15,492.327,450.173,0.7251714924651205,58
2013-03-16,-911.529,345.029,0.39042039167282044,1567
2013-03-17,316.4365,486.0635,0.6657522003500179,198
2013-03-18,41.612249999999996,492.88775,0.6069637654590536,466
2013-03-19,-127.6185,491.11850000000004,0.5760794119627306,637
2013-03-20,42.864999999999995,492.635,0.6073408621228402,465
2013-03-21,-708.7165,408.2165,0.4409944868319286,1301
2013-03-22,-92.6405,493.1405,0.582426248972999,600
2013-03-23,154.11775,492.38225,0.6285690057209397,354
2013-03-24,471.283,454.217,0.7182315235793213,75
2013-03-25,-210.33275,487.83275000000003,0.5585383825381083,723
2013-03-26,-329.4975,479.9975,0.535320511768545,850
2013-03-27,-232.22424999999998,-478.27575,0.3598594365132371,1711
2013-03-28,338.4915,481.0085,0.673232169416166,181
2013-03-29,106.4845,-481.9845,0.42630008877277475,1376
2013-03-30,-214.5745,487.0745,0.5576191836986368,728
2013-03-31,210.4035,489.0965,0.6410613946490684,301
2013-04-01,7.72075,-483.22074999999995,0.40776620394784324,1476
2013-04-02,356.75525,479.74475,0.6774915992426311,164
2013-04-03,-304.63075000000003,-469.86924999999997,0.34383575248981185,1775
2013-04-04,-173.76274999999998,-481.73725,0.3737870282721786,1656
2013-04-05,-194.75175000000002,-480.74825,0.3686313477494274,1676
2013-04-06,-541.673,450.173,0.48291880414943056,1092
2013-04-07,126.62325,491.87675,0.6236896221651662,382
2013-04-08,114.61225,492.88775,0.6208844217743912,393
2013-04-09,-33.26825,-482.23175,0.40040907653139685,1516
2013-04-10,-139.29025000000001,-484.20975,0.38123302932998826,1624
2013-04-11,-528.94775,452.44775000000004,0.48677034063596686,1077
2013-04-12,-168.84924999999998,489.34925,0.5663483741787714,680
2013-04-13,-145.113,490.613,0.5725828386778584,655
2013-04-14,-325.5085,481.0085,0.5358178184622705,845
2013-04-15,-69.37675,491.87675,0.5870971430667193,578
2013-04-16,136.4845,-481.9845,0.4323240685451631,1346
2013-04-17,643.1995,-417.6995,0.5508948720968425,775
2013-04-18,35.4735,-482.9735,0.4139662250265471,1448
2013-04-19,111.37049999999999,492.1295,0.6206040312578212,397
2013-04-20,-70.25725,-481.24275,0.39404432673870665,1552
2013-04-21,-568.196,-408.304,0.24649830277607668,1977
2013-04-22,-47.021,-482.479,0.3978788899640627,1530
2013-04-23,-7.504499999999999,-480.9955,0.4048184167952822,1489
2013-04-24,834.57925,-361.07925,0.597059368998823,527
2013-04-25,-81.62950000000001,492.1295,0.5846111228175102,590
2013-04-26,94.23725,-481.73725,0.424123787386689,1388
2013-04-27,-15.88225,492.38225,0.5972230584235805,524
2013-04-28,-448.86,467.36,0.5065057569904374,982
2013-04-29,402.85425,470.64575,0.6914258251612018,127
2013-04-30,296.20574999999997,484.29425000000003,0.660154642614942,220
2013-05-01,308.4365,486.0635,0.6632825557634439,206
2013-05-02,-371.33950000000004,-466.16049999999996,0.3272490036164209,1838
2013-05-03,486.57825,-451.07825,0.512223544874888,965
2013-05-04,-521.95875,453.45875,0.48785191497661756,1069
2013-05-05,237.4255,487.0745,0.6469485675040216,276
2013-05-06,591.16275,396.33725000000004,0.7752364500647984,13
2013-05-07,-393.55375000000004,-462.94624999999996,0.32075709398954494,1857
2013-05-08,-236.036,483.536,0.5546961816317783,753
2013-05-09,9.720749999999999,-483.22074999999995,0.40797210920701127,1474
2013-05-10,-205.5855,488.0855,0.559721947670704,718
2013-05-11,-509.46000000000004,-432.03999999999996,0.2759469255147094,1942
2013-05-12,29.13975,490.36025,0.6054850379844822,481
2013-05-13,-413.03725,-461.46275,0.3150157029019116,1875
2013-05-14,195.62324999999998,491.87675,0.6378873944508145,313
2013-05-15,-373.33950000000004,-466.16049999999996,0.3264460612612958,1840
2013-05-16,536.1827499999999,-441.68275,0.5239947524014031,906
2013-05-17,-333.4055,-472.0945,0.337339736613101,1806
2013-05-18,-171.01,-481.49,0.374235078703546,1653
2013-05-19,290.04499999999996,-476.54499999999996,0.46508137738957367,1187
2013-05-20,-448.47675000000004,-456.02324999999996,0.3015308546852836,1905
2013-05-21,64.73175,-482.23175,0.4181967947683304,1418
2013-05-22,439.7005,461.7995,0.7045714203425943,99
2013-05-23,-592.5409999999999,438.04100000000005,0.4714013412351018,1155
2013-05-24,77.61225,492.88775,0.6147707086825843,430
2013-05-25,112.37049999999999,492.1295,0.6207906235398739,396
2013-05-26,306.68925,485.81075,0.6625458297421849,208
2013-05-27,-449.72400000000005,-455.77599999999995,0.30104394312975347,1906
2013-05-28,-464.669,-450.831,0.2943634709532579,1916
2013-05-29,185.75375,-480.25374999999997,0.44175532524935185,1295
2013-05-30,91.73175,-482.23175,0.4237587738586549,1391
2013-05-31,73.22625,-482.72625,0.4200394280276702,1410
2013-06-01,149.3705,492.1295,0.627715856759758,359
2013-06-02,-287.24475,479.74475,0.5455980222737207,808
2013-06-03,101.37049999999999,492.1295,0.6185802957728803,407
2013-06-04,125.12875,491.37125000000003,0.6234457978638945,384
2013-06-05,-309.64175,-470.85825,0.3428518865578906,1781
2013-06-06,636.1885,-418.6885,0.5492619608915805,783
2013-06-07,160.73175,-482.23175,0.437906633672943,1322
2013-06-08,-454.59625000000005,466.09625000000005,0.5046957202237881,989
2013-06-09,242.5505,-476.0505,0.4525242886907064,1234
2013-06-10,-388.17875000000004,473.67875000000004,0.5220254663818142,915
2013-06-11,284.04499999999996,-476.54499999999996,0.46296676829939615,1193
2013-06-12,416.23199999999997,-459.73199999999997,0.49268764632059237,1044
2013-06-13,-334.24475,479.74475,0.5343454145318631,855
2013-06-14,342.86375,-470.36375,0.4770700903395458,1128
2013-06-15,138.22625,-482.72625,0.43302247415491985,1345
2013-06-16,317.18375,486.31625,0.6657648127995592,197
2013-06-17,646.96325,-416.46325,0.5517434386123158,770
2013-06-18,-103.6515,494.15150000000006,0.5803689507197705,610
2013-06-19,-324.66375000000005,-472.83624999999995,0.33970110685140087,1798
2013-06-20,-365.3505,-467.1495,0.3288388456299582,1833
2013-06-21,-343.13625,-470.36375,0.33473517720276497,1814
2013-06-22,-71.00999999999999,-481.49,0.3938318632468717,1553
2013-06-23,111.22625000000001,-482.72625,0.4272921579853315,1372
2013-06-24,81.979,-482.479,0.42213526394640155,1401
2013-06-25,295.5505,-476.0505,0.466174659922882,1181
2013-06-26,-30.77375,-482.72625,0.40104015135023263,1514
2013-06-27,467.52475,454.97525,0.7162827261725855,78
2013-06-28,-113.89325,493.39324999999997,0.5788274533409635,621
2013-06-29,923.1344999999999,-333.6345,0.6176135333271695,411
2013-06-30,227.04500000000002,-476.54499999999996,0.4500533878212005,1250
2013-07-01,-347.4865,478.9865,0.5314273954866975,869
2013-07-02,-416.2845,-461.2155,0.31432860015511105,1878
2013-07-03,164.74275,-481.24275,0.4385977932194548,1317
2013-07-04,-94.6405,493.1405,0.582122977173932,602
2013-07-05,261.79775,-476.29774999999995,0.45712003952736735,1215
2013-07-06,159.73175,-482.23175,0.4378590099658836,1323
2013-07-07,-36.113,490.613,0.5941736869874502,546
2013-07-08,-354.3725,-469.1275,0.33225650255452766,1824
2013-07-09,-502.504,-435.996,0.27881222202513084,1939
2013-07-10,-186.058,485.558,0.5642788038346384,701
2013-07-11,307.83074999999997,-473.33074999999997,0.4685119035458778,1166
2013-07-12,95.10675,493.39324999999997,0.6171274995304163,412
2013-07-13,-451.97125,-455.52875,0.300340897703041,1908
2013-07-14,34.72075,-483.22074999999995,0.41385447406809456,1449
2013-07-15,164.876,491.624,0.630825390378307,344
2013-07-16,-355.97,477.47,0.5292914051039094,879
2013-07-17,28.70975,-484.20975,0.41229800847564224,1456
2013-07-18,23.13975,490.36025,0.60465669747568,487
2013-07-19,-443.12375,468.62375,0.5085623761735502,975
2013-07-20,118.22625000000001,-482.72625,0.42862298882786265,1365
2013-07-21,203.29225,-476.79224999999997,0.44486276210945874,1274
2013-07-22,387.177,-464.677,0.4866440994540222,1078
2013-07-23,378.31575,474.18425,0.6843041641627923,148
2013-07-24,-512.4862499999999,455.98625000000004,0.48978645056343273,1057
2013-07-25,-377.4425,474.9425,0.5249739968067901,903
2013-07-26,212.65625,488.84375,0.6412028213766928,299
2013-07-27,181.76475,-479.26475,0.4411028760729767,1298
2013-07-28,213.4035,489.0965,0.6412038149044839,298
2013-07-29,1163.0035,-255.50349999999997,0.7082185192523778,93
2013-07-30,231.4365,486.0635,0.6456712408554535,283
2013-07-31,408.7155,-461.2155,0.49084525121444794,1053
2013-08-01,339.6055,-471.1055,0.4763201410794562,1132
2013-08-02,240.5505,-476.0505,0.4521113001044639,1236
2013-08-03,-134.86025,490.36025,0.5747784604287725,645
2013-08-04,278.80875,-475.30875,0.46071753763946144,1197
2013-08-05,-330.4055,-472.0945,0.3381739828369943,1803
2013-08-06,-100.39875,493.89875000000006,0.5810545114607992,607
2013-08-07,-226.71875,-477.78125,0.36117091617367175,1705
2013-08-08,38.3705,492.1295,0.6065499311509057,470
2013-08-09,608.31675,382.18325000000004,0.7851726853338807,10
2013-08-10,-560.24,-412.26,0.2506187845926601,1973
2013-08-11,251.5505,-476.0505,0.4549008152299611,1225
2013-08-12,-594.0355,437.5355,0.4709827303048279,1157
2013-08-13,-218.4495,-476.0505,0.36224545073684533,1695
2013-08-14,389.83225,472.66775,0.6871160477573893,138
2013-08-15,26.634249999999998,490.86575000000005,0.605142401527637,483
2013-08-16,-425.38750000000005,469.88750000000005,0.5137804177656555,956
2013-08-17,-310.3945,-471.1055,0.34277570325920254,1782
2013-08-18,271.942,485.558,0.6543678199147741,243
2013-08-19,-316.4055,-472.0945,0.3415706694626291,1789
2013-08-20,57.21525,-483.71524999999997,0.417316687166558,1427
2013-08-21,-15.257249999999999,-481.24275,0.40364574719230517,1497
2013-08-22,-287.64175,-470.85825,0.34787197219153465,1759
2013-08-23,584.3824999999999,399.1175,0.7715155271460261,17
2013-08-24,231.79775,-476.29774999999995,0.45071352178544094,1245
2013-08-25,-723.1669999999999,403.66700000000003,0.43798859306739146,1320
2013-08-26,79.3595,493.1405,0.6149163451815542,428
2013-08-27,-291.3945,-471.1055,0.347057082818529,1763
2013-08-28,323.964,483.536,0.668194666783698,193
2013-08-29,-322.014,481.514,0.536598340925384,841
2013-08-30,-84.999,-480.501,0.3908210846826481,1566
2013-08-31,206.64525,489.85475,0.6403989823184366,304
2013-09-01,327.4695,483.0305,0.6692604155336097,190
2013-09-02,-458.838,465.338,0.5039762874355379,994
2013-09-03,-140.87125,491.37125000000003,0.5732399011327242,650
2013-09-04,-220.95499999999998,-476.54499999999996,0.3620043751071235,1698
2013-09-05,-277.24475,479.74475,0.5477336613941031,798
2013-09-06,526.503,433.997,0.7412363392224879,40
2013-09-07,171.876,491.624,0.6323985368768765,337
2013-09-08,-474.07975,464.57975,0.4991292836531964,1010
2013-09-09,325.85275,-471.35275,0.47342895576438215,1146
2013-09-10,580.61325,400.88675,0.7697724957610108,19
2013-09-11,370.6715,-465.1715,0.48259722084409185,1095
2013-09-12,-563.1125,444.6125,0.4784504027236789,1119
2013-09-13,-225.966,-477.534,0.3612612741706999,1704
2013-09-14,452.54525,-454.04525,0.5013528919349298,1002
2013-09-15,-307.3835,-470.1165,0.34338644275049757,1778
2013-09-16,149.97899999999998,-482.479,0.4355055542516983,1333
2013-09-17,281.79774999999995,-476.29774999999995,0.461970724274347,1195
2013-09-18,-374.69525,475.19525,0.5258455622737535,900
2013-09-19,-29.124000000000002,491.624,0.595237971515056,538
2013-09-20,-1080.924,289.42400000000004,0.3406986127944742,1792
2013-09-21,-405.3065,-463.1935,0.3180489886932568,1869
2013-09-22,-109.39874999999999,493.89875000000006,0.5797945478885471,616
2013-09-23,-452.72400000000005,-455.77599999999995,0.30017734544281205,1909
2013-09-24,562.24875,-435.74875,0.5305929043145309,874
2013-09-25,-533.93675,451.43675,0.4855886897631494,1083
2013-09-26,-181.32175,486.82175,0.5647964410642413,695
2013-09-27,21.20425,-484.70425,0.4104592461828873,1464
2013-09-28,500.375,-446.875,0.5153018631252894,947
2013-09-29,-536.43125,450.93125,0.4851310279056449,1086
2013-09-30,407.87625,468.62375,0.6930531001723967,124
2013-10-01,4.11775,492.38225,0.6008186448815669,504
2013-10-02,-393.66225,472.16225,0.5214793079161639,922
2013-10-03,155.97899999999998,-482.479,0.43696827794106174,1327
2013-10-04,88.11775,492.38225,0.6159247756458777,420
2013-10-05,-249.02499999999998,482.525,0.5519826498272964,767
2013-10-06,29.887,490.613,0.6055841667992016,480
2013-10-07,-191.75175000000002,-480.74825,0.3691749122510592,1673
2013-10-08,13.462499999999999,-483.9625,0.4090813876200999,1471
2013-10-09,244.05599999999998,-475.556,0.45297045396168373,1232
2013-10-10,546.20475,-439.70475,0.5268813452916282,894
2013-10-11,-469.07975,464.57975,0.5009747600938521,1005
2013-10-12,728.73275,-392.23275,0.5706426699725013,664
2013-10-13,-693.266,412.766,0.4438329760381999,1281
2013-10-14,-65.135,492.635,0.5878571923971534,573
2013-10-15,238.17275,487.32725000000005,0.6470653765187662,275
2013-10-16,119.876,491.624,0.6224793494188027,389
2013-10-17,-276.41650000000004,-473.08349999999996,0.3501840384143525,1750
2013-10-18,-123.77375,-482.72625,0.383350219971418,1607
2013-10-19,-230.71875,-477.78125,0.3605599252272934,1709
2013-10-20,-243.28875,483.78875000000005,0.552850819444463,760
2013-10-21,322.964,483.536,0.667968167761682,194
2013-10-22,153.3705,492.1295,0.6285612388772038,355
2013-10-23,-292.4865,478.9865,0.5445672323791477,814
2013-10-24,336.73325,481.76675,0.67196799003466,182
2013-10-25,95.4845,-481.9845,0.4245839616701288,1387
2013-10-26,313.18375,486.31625,0.6650289695071168,201
2013-10-27,229.30325,-475.80325,0.45037030735388894,1247
2013-10-28,-338.4865,478.9865,0.5336803991262342,860
2013-10-29,-231.047,484.547,0.5551855167842424,747
2013-10-30,274.31425,-474.81425,0.45978348840986094,1201
2013-10-31,219.29225,-476.79224999999997,0.44882962123467723,1258
2013-11-01,-6.135,492.635,0.5983278724828682,514
2013-11-02,54.106750000000005,493.39324999999997,0.6093861906647026,453
2013-11-03,432.44775,462.05225,0.702213191663074,106
2013-11-04,-244.036,483.536,0.5526742888931336,761
2013-11-05,196.77575000000002,-478.27575,0.44376779049360304,1282
2013-11-06,-85.124,491.624,0.5838245878052886,594
2013-11-07,-129.27925,-483.22074999999995,0.38258550374182243,1613
2013-11-08,393.5795,472.9205,0.6879021481589752,134
2013-11-09,294.79774999999995,-476.29774999999995,0.4660333079190424,1182
2013-11-10,289.29224999999997,-476.79224999999997,0.4650807708800511,1188
2013-11-11,438.7005,461.7995,0.7044383045723464,100
2013-11-12,-25.25725,-481.24275,0.40168030733062077,1507
2013-11-13,273.19475,485.30525,0.6545562377035972,242
2013-11-14,-166.75175000000002,-480.74825,0.37517865947252355,1648
2013-11-15,138.876,491.624,0.6259333081990754,370
2013-11-16,-90.75174999999999,-480.74825,0.38958855565058526,1572
2013-11-17,44.61225,492.88775,0.6077596771994174,463
2013-11-18,241.4255,487.0745,0.6476125620349531,272
2013-11-19,-345.13625,-470.36375,0.3345423453413222,1816
2013-11-20,719.4525000000001,-394.9525,0.5673909820548368,676
2013-11-21,-398.04825000000005,-462.45174999999995,0.31951860948002386,1861
2013-11-22,-443.72400000000005,-455.77599999999995,0.3028649109769814,1900
2013-11-23,405.6235,468.8765,0.6926488698800055,126
2013-11-24,285.04499999999996,-476.54499999999996,0.4633330155170349,1192
2013-11-25,250.43649999999997,486.0635,0.6499295853641724,264
2013-11-26,227.79775,-476.29774999999995,0.4502676407411424,1249
2013-11-27,-1.1349999999999998,492.635,0.5990202581722468,509
2013-11-28,-362.70625,476.20625,0.5282196502811335,887
2013-11-29,33.876,491.624,0.6060643646554982,475
2013-11-30,-285.00300000000004,480.50300000000004,0.5458270630790311,805
2013-12-01,348.6165,-470.1165,0.4780095786734201,1122
2013-12-02,-99.021,-482.479,0.38823540947982893,1582
2013-12-03,-335.24475,479.74475,0.5339602242565991,856
2013-12-04,-169.5045,-480.9955,0.37428913266776054,1651
2013-12-05,138.97899999999998,-482.479,0.43303451634205,1344
2013-12-06,-234.28875,483.78875000000005,0.554902035775682,751
2013-12-07,-346.13625,-470.36375,0.3342223683546855,1817
2013-12-08,70.4735,-482.9735,0.419494976919353,1413
2013-12-09,71.4735,-482.9735,0.4195973256886978,1412
2013-12-10,-207.07999999999998,487.58000000000004,0.5594445459703097,720
2013-12-11,-217.69675,-475.80325,0.36231693555053424,1694
2013-12-12,100.62325,491.87675,0.618563994988611,408
2013-12-13,-493.32275000000004,-442.17724999999996,0.2841532526802141,1936
2013-12-14,-483.0975,-444.4025,0.2874028980498756,1928
2013-12-15,-312.14725,-471.35275,0.34252446229980515,1784
2013-12-16,-90.38775,492.88775,0.5829242278630522,598
2013-12-17,133.62324999999998,491.87675,0.6248726052478404,375
2013-12-18,508.8915,-445.39149999999995,0.5180284973559642,937
2013-12-19,325.72225,482.77775,0.6686127698561616,192
2013-12-20,-104.021,-482.479,0.38720491760292586,1587
2013-12-21,-4.3877500000000005,492.88775,0.598478703367785,512
2013-12-22,-401.904,471.404,0.5197976508289753,931
2013-12-23,-41.032000000000004,-483.46799999999996,0.3985189491206088,1525
2013-12-24,-158.77375,-482.72625,0.37690730888638896,1642
2013-12-25,101.73175,-482.23175,0.42581748482704723,1381
2013-12-26,-347.3835,-470.1165,0.3338215245158142,1818
2013-12-27,215.898,489.602,0.6415477211392938,295
2013-12-28,485.8215,450.6785,0.7226191130402062,64
2013-12-29,-51.596500000000006,489.0965,0.5912991881234514,563
2013-12-30,135.4845,-481.9845,0.4321369377679154,1347
2013-12-31,252.30325,-475.80325,0.4552115193368891,1224
2014-01-01,-164.35475,489.85475,0.567902362249133,675
2014-01-02,62.979,-482.479,0.4179273985448334,1420
2014-01-03,5.11775,492.38225,0.6010073920625436,503
2014-01-04,45.61225,492.88775,0.6078140878839065,462
2014-01-05,-316.26675,481.76675,0.5381592172915627,835
2014-01-06,10.3815,491.11850000000004,0.6019608139407154,499
2014-01-07,204.13975,490.36025,0.639839863299636,306
2014-01-08,503.12775,-446.62775,0.5160914886236034,944
2014-01-09,342.111,-470.611,0.47674166608681656,1129
2014-01-10,734.7437500000001,-391.24375,0.5722545966009246,657
2014-01-11,-313.26675,481.76675,0.5386121949689561,832
2014-01-12,329.22775,482.27225,0.6697856509376543,189
2014-01-13,76.3595,493.1405,0.6146673604590682,431
2014-01-14,590.4155000000001,396.08450000000005,0.7751842346574138,14
2014-01-15,-340.889,-470.611,0.33533613717158794,1812
2014-01-16,-352.61975,-468.88025,0.33282225262553794,1822
2014-01-17,-247.53050000000002,483.0305,0.5520485883644782,765
2014-01-18,-753.079,395.579,0.4300883420552155,1358
2014-01-19,-212.82725,487.32725000000005,0.5579395982655391,726
2014-01-20,-327.4055,-472.0945,0.3392693870757042,1800
2014-01-21,27.20425,-484.70425,0.4120315029180966,1458
2014-01-22,111.979,-482.479,0.4273404780621728,1371
2014-01-23,545.0855,426.4145,0.7500936671372709,29
2014-01-24,351.23875,481.26125,0.676033907054884,168
2014-01-25,-260.68575,-474.81425,0.3538477075470078,1736
2014-01-26,-363.4535,475.9535,0.5281268262921314,888
2014-01-27,169.25925,-479.75924999999995,0.43935353372052044,1311
2014-01-28,-492.27750000000003,459.77750000000003,0.4943813434383486,1033
2014-01-29,621.1445,-422.6445,0.5465167012683483,802
2014-01-30,412.14,467.36,0.694355209657703,121
2014-01-31,-216.69675,-475.80325,0.36246594783162367,1693
2014-02-01,-539.60825,-422.89175,0.2629492376727298,1963
2014-02-02,474.07275,-451.57275,0.5083097899332331,978
2014-02-03,-84.24625,-480.25374999999997,0.39083681237979057,1565
2014-02-04,444.7815,-455.2815,0.499025304957877,1011
2014-02-05,-518.9435,-430.5565,0.27244578729645064,1950
2014-02-06,-246.78325,483.28325,0.5520499981636982,764
2014-02-07,2.6232500000000005,491.87675,0.6004194959774547,506
2014-02-08,18.886999999999997,490.613,0.6037584475011794,491
2014-02-09,-209.69675,-475.80325,0.36399476228166056,1686
2014-02-10,226.04500000000002,-476.54499999999996,0.44982799458779993,1251
2014-02-11,-421.3985,470.8985,0.5145903656493924,951
2014-02-12,-96.00999999999999,-481.49,0.38860964119829655,1578
2014-02-13,16.70975,-484.20975,0.40962365053695193,1468
2014-02-14,182.76475,-479.26475,0.44115510672469993,1297
2014-02-15,260.79775,-476.29774999999995,0.4569291902471112,1216
2014-02-16,-428.26250000000005,-459.23749999999995,0.3100286326529705,1888
2014-02-17,-568.34325,442.84325,0.47727086634115024,1126
2014-02-18,433.195,462.305,0.7022141457518807,105
2014-02-19,143.876,491.624,0.6265851209583674,365
2014-02-20,-305.77225,482.27225,0.5401210770754757,824
2014-02-21,490.8215,450.6785,0.7240921580418018,59
2014-02-22,15.215249999999997,-483.71524999999997,0.4092539707434287,1469
2014-02-23,424.7485,-458.2485,0.49434377472510616,1034
2014-02-24,-4.7517499999999995,-480.74825,0.4054014785128088,1486
2014-02-25,705.914,-398.414,0.564859833990559,693
2014-02-26,525.503,433.997,0.7404272673954564,41
2014-02-27,-106.157,494.65700000000004,0.5800828681216741,612
2014-02-28,357.75525,479.74475,0.6777256760763485,163
2014-03-01,236.79775,-476.29774999999995,0.4516300759668118,1240
2014-03-02,450.46975,460.03025,0.709490524602588,90
2014-03-03,-383.823,-464.677,0.3228061231535917,1849
2014-03-04,273.942,485.558,0.6548841167998751,241
2014-03-05,380.5575,474.9425,0.684673958947967,145
2014-03-06,-545.09175,-421.40824999999995,0.25930084108615087,1967
2014-03-07,-437.99325,-457.50675,0.305339318986738,1896
2014-03-08,-729.39775,401.89775,0.43686142577919196,1328
2014-03-09,-116.38775,492.88775,0.5784474532444355,624
2014-03-10,262.5505,-476.0505,0.457403380463677,1214
2014-03-11,477.54675,452.95325,0.7201885641676824,70
2014-03-12,32.381499999999996,491.11850000000004,0.6059275824335821,477
2014-03-13,561.4960000000001,-435.996,0.5302892436457034,875
2014-03-14,-513.739,456.23900000000003,0.4895918833428087,1058
2014-03-15,-537.361,-423.139,0.26372940485158763,1961
2014-03-16,-26.871249999999996,491.37125000000003,0.5955561840882706,536
2014-03-17,129.4845,-481.9845,0.43072523591514456,1353
2014-03-18,-14.124,491.624,0.5973844201524725,523
2014-03-19,-590.02,-392.48,0.23460463199680986,1983
2014-03-20,-41.6185,491.11850000000004,0.592870396838977,551
2014-03-21,-461.43275,-452.06725,0.29564243995961176,1914
2014-03-22,267.20574999999997,484.29425000000003,0.6535738039064031,249
2014-03-23,157.11775,492.38225,0.6293278596877478,351
2014-03-24,-379.18975,474.68975,0.5248096170938116,905
2014-03-25,-208.82725,487.32725000000005,0.5588906466130645,722
2014-03-26,-418.3985,470.8985,0.5152629182488839,948
2014-03-27,-31.618499999999997,491.11850000000004,0.5949856722181464,541
2014-03-28,352.99699999999996,480.50300000000004,0.6764113856400991,167
2014-03-29,-394.66225,472.16225,0.5211419162931565,923
2014-03-30,205.898,489.602,0.6403237212414276,305
2014-03-31,-240.966,-477.534,0.35757939053020477,1719
2014-04-01,-337.4055,-472.0945,0.3365701734190125,1810
2014-04-02,-50.102000000000004,489.602,0.5914375712036354,561
2014-04-03,-407.04825000000005,-462.45174999999995,0.3171806142064501,1870
2014-04-04,-227.80525,485.30525,0.5557080555722255,743
