,u,n,score,ranking
2013-03-06,-0.04354048391245758,0.023288788837651474,0.4800871346067311,1162
2013-03-07,0.008811830781715956,-0.060754727839218176,0.448395932624035,1380
2013-03-08,-0.07154254085498113,-0.03472005152804688,0.3940762372985091,1709
2013-03-09,0.0607120103008743,0.09126421290413692,0.6523150528865483,121
2013-03-10,-0.08481725711397951,0.00845018901141779,0.42397176157897537,1551
2013-03-11,0.09765000147016961,-0.11567368209699284,0.4823151490547141,1130
2013-03-12,0.05472156800939778,0.07292687093441289,0.6279872686253478,205
2013-03-13,-0.059984249543099194,-0.05406297067472295,0.386291609463715,1738
2013-03-14,-0.09862296242521326,0.1492523782658004,0.5509682455221242,634
2013-03-15,0.06336489984103308,0.08579240142556843,0.6494961309481387,133
2013-03-16,0.041644082919589695,-0.03639719548430345,0.5055857171168233,961
2013-03-17,0.04607404775826379,0.10186986510720566,0.6482827425470066,139
2013-03-18,0.05452668348725534,0.004816997010588868,0.5596825101793814,560
2013-03-19,-0.08491845550311561,0.0676104501781742,0.4830308243565956,1126
2013-03-20,-0.02803424014107921,0.03816718155195459,0.5104717710924126,928
2013-03-21,-0.07655357394490776,-0.06831997623087327,0.35546527950575607,1851
2013-03-22,0.07289329932518501,-0.05209543041700029,0.5211366985897218,861
2013-03-23,0.024932239515577836,0.08178542157488955,0.6070564907720045,301
2013-03-24,-0.03354778087940391,-0.027393470400126674,0.43939757840200655,1448
2013-03-25,-0.08701571579272876,-0.03290332089096309,0.380419792997845,1762
2013-03-26,-0.03753092150680129,-0.07702125017955173,0.3857866579951842,1740
2013-03-27,-0.03469072144458435,0.033276481415873416,0.49892458965282627,1017
2013-03-28,0.04619384981767914,0.16439054970784817,0.7109232292070644,29
2013-03-29,0.02778410842110896,-0.08601407697194519,0.44210886113070086,1426
2013-03-30,0.07771516266533154,0.0013261127022172626,0.579380105049086,439
2013-03-31,-0.005284400817543843,0.11236620060163105,0.6074206294656243,293
2013-04-01,-0.07580853666227341,-0.006982755131260576,0.4175475378880032,1586
2013-04-02,0.04292157159466528,0.03557829986837528,0.5788387011445778,441
2013-04-03,0.052429623873445824,-0.08560292608335385,0.4671655274716291,1263
2013-04-04,0.012528053663965522,0.03365312394500848,0.5465200072905112,666
2013-04-05,0.054466050140978425,-0.01558298503196725,0.5392218947905484,719
2013-04-06,-0.0009682665770555628,0.07824695582278557,0.5776175189272672,454
2013-04-07,0.004819180026465093,0.09437944029357676,0.599537450001579,337
2013-04-08,-0.014219182178223768,0.2065536475298861,0.6926732950331992,48
2013-04-09,-0.09464356050111469,0.04575921002548268,0.45145447920590515,1359
2013-04-10,-0.0781491004512728,0.025452261494969944,0.44764199072523425,1385
2013-04-11,-0.09344154871258678,0.014939300294583492,0.4218365812635338,1567
2013-04-12,0.02755469640282241,-0.028864747256458437,0.4990287788279011,1014
2013-04-13,-0.036856189634668385,0.026467263645331907,0.48994990369220065,1086
2013-04-14,0.001986752383006834,-0.024243556642725803,0.4780820254218182,1177
2013-04-15,0.08178590893528481,0.012865434269965758,0.5949901728867878,365
2013-04-16,-0.04986894002015877,0.10479635901703321,0.5552662486784117,596
2013-04-17,-0.01765080124280779,-0.08113484905397474,0.4015531793847547,1673
2013-04-18,0.05138284185867606,0.0905788410587203,0.6423005125989334,158
2013-04-19,-0.053967752751609144,0.10475776155558608,0.5511288384855139,632
2013-04-20,-0.08433140388417525,-0.010056925990889712,0.4059504998064723,1645
2013-04-21,-0.04177709526718009,-0.17035983575229088,0.288201898662066,1970
2013-04-22,-0.06748312839913287,-0.04923720279915797,0.3836184984832463,1749
2013-04-23,0.08621214461858093,0.10314811989328543,0.6896990941934035,52
2013-04-24,0.061896690062949664,-0.0024408888155139823,0.5597946309289729,558
2013-04-25,0.02695336545215098,-0.0805556224151962,0.4467365727184919,1390
2013-04-26,0.07456473218760987,-0.04099343752986083,0.5339101243392862,756
2013-04-27,0.061007029529889095,0.06663815828876088,0.6279840175001872,206
2013-04-28,-0.0624133740727265,0.043127241624507026,0.48105269723331756,1152
2013-04-29,0.07878441384806176,-0.019726011765178943,0.55939723176442,563
2013-04-30,0.008141062533196401,-0.029957396776778347,0.47852249543795516,1173
2013-05-01,0.06176064518287881,-0.03195209575510918,0.5301473791093068,790
2013-05-02,0.07949087413476494,-0.07440425859148364,0.5054254452248185,964
2013-05-03,-0.03612669085556092,0.12861861132595215,0.5928307501519282,380
2013-05-04,-0.07771700094439835,-0.026397081368510624,0.39622474736862817,1696
2013-05-05,-0.054140353341545225,0.09676123783443633,0.5429597141744281,692
2013-05-06,-0.01430582812468243,0.12109384032219273,0.6071268418790474,299
2013-05-07,0.06387556733456487,0.0792534280202333,0.6434678250363355,152
2013-05-08,0.07241873080133496,-0.03514106884904726,0.5376164916338249,728
2013-05-09,-0.09833695974369544,0.03168696339532537,0.4336888333331669,1483
2013-05-10,0.0024220746655793978,-0.002547092342876681,0.5002138120042399,1008
2013-05-11,-0.01624518522017792,-0.07290759269001373,0.41118605177134554,1624
2013-05-12,-0.05530582375578761,0.025337298706124868,0.47037030463187435,1246
2013-05-13,-0.0757543123831971,-0.09493462712438766,0.32964989017395235,1909
2013-05-14,-0.032204351569208166,0.09440290724532167,0.5625373853576507,534
2013-05-15,0.08885455493256991,-0.03778082761547491,0.5514125569986323,627
2013-05-16,-0.0350867994457827,0.015481328638223695,0.48073335887397817,1154
2013-05-17,0.004030738498739488,0.022051585892087958,0.5264211540723646,819
2013-05-18,0.040876405929101814,-0.02132384172792961,0.5198913938827094,871
2013-05-19,-0.02700146537407492,0.046324060286418625,0.5196614245938808,873
2013-05-20,0.09462903069425829,-0.03860373636140542,0.5563641240143902,588
2013-05-21,0.09276207313848847,0.06909233996497612,0.6621932427850018,90
2013-05-22,-0.04937092668486087,-0.10828981825134329,0.342678084745333,1881
2013-05-23,-0.00027768467145662353,0.009498922532109533,0.5095600675421901,936
2013-05-24,-0.03955172388657978,0.1545028760930594,0.6152899818880166,264
2013-05-25,-0.04275928697444024,-0.08063794980004943,0.3769415929070476,1777
2013-05-26,-0.09234999637902713,-0.05483104147359148,0.35315779182891843,1857
2013-05-27,0.022185480946045617,0.04050118414110976,0.5630254947686926,531
2013-05-28,0.0008084187958385539,0.013755098723564485,0.5149023472009402,897
2013-05-29,-0.08943163559993594,0.027438964110281325,0.4383461581918826,1456
2013-05-30,-0.043998093002611434,0.03852352658020965,0.4948642632591354,1047
2013-05-31,0.08192579134339709,0.0501662736533382,0.6324308946782724,192
2013-06-01,-0.05181500771653931,0.08816454352489443,0.5366883654898923,732
2013-06-02,-0.07074841143168917,0.03217404872267755,0.4617644669725256,1295
2013-06-03,-0.0018368337944211159,-0.019912056201086815,0.47858993968602925,1171
2013-06-04,0.09740270497218634,0.0531944522646151,0.6509359869183386,127
2013-06-05,-0.051316331547633695,0.151379110960014,0.6004016090939174,330
2013-06-06,0.034699723631241984,-0.011222143542209276,0.5238164097705699,846
2013-06-07,0.0525965372158097,-0.07857378820525462,0.47436157869209217,1212
2013-06-08,-0.05219987705145382,0.08795500971135445,0.5360939623414378,737
2013-06-09,0.04591588387243817,-0.010241936947891307,0.536012776606084,739
2013-06-10,-0.026170759306083084,-0.17442500751272627,0.2997430628627277,1955
2013-06-11,0.026733780268782162,0.06718229034043038,0.5942549002907497,373
2013-06-12,0.026978556302245264,-0.04343769870791721,0.48387968727586517,1119
2013-06-13,0.007427550965017967,-0.007854106415936278,0.49991227423061885,1009
2013-06-14,-0.08166943183905204,0.025946982613917813,0.4446163804564029,1410
2013-06-15,0.06733311326791383,0.014628530550721861,0.5823004735001729,422
2013-06-16,-0.03557137285558648,0.05614470153951985,0.5209121583654703,862
2013-06-17,-0.06242368376996292,-0.03545035347719082,0.40246479243438343,1667
2013-06-18,-0.09157235753898074,0.04043702002248316,0.44920349216503935,1376
2013-06-19,0.01845120278771461,-0.02137517803831679,0.49741485443093497,1029
2013-06-20,0.035785486518522765,0.058493394639396915,0.5946177108394568,369
2013-06-21,-0.09640982006436252,0.04861795488944079,0.4525469645066155,1353
2013-06-22,0.002691225809922488,-0.07544653999517101,0.4275835154962886,1523
2013-06-23,-0.05442823081034609,0.08626712546239917,0.5321777243335902,774
2013-06-24,0.02930717223195624,-0.043488519440727236,0.48615748247276613,1103
2013-06-25,-0.06485410004893548,0.06403318003088831,0.49951790966348997,1011
2013-06-26,0.03846016177055949,0.028771541240503937,0.5675705326926005,508
2013-06-27,-0.02238031658982626,0.14644325031200622,0.6244017634037172,224
2013-06-28,0.08761861189741316,-0.018488722421351564,0.5694687191575988,493
2013-06-29,-0.07222319702073515,-0.028556787521059147,0.3995588451397429,1682
2013-06-30,-0.031514115639882066,-0.0021650123026220247,0.4666597017390331,1265
2013-07-01,-0.0770326816018159,-0.024865826458345407,0.3984403216213758,1688
2013-07-02,0.08521133780577897,0.06338390832376045,0.6489340758110765,135
2013-07-03,0.07574048482626247,-0.12991629250653033,0.4461630220012692,1396
2013-07-04,-0.04813906030690256,-0.08490603736331172,0.3672937320113228,1811
2013-07-05,0.03226942335690212,-0.08603567755793877,0.4465725754805004,1393
2013-07-06,0.06371705419030949,0.07541316352628269,0.6394690473981293,168
2013-07-07,0.011312776469958728,0.1362376259749505,0.6478892321264464,140
2013-07-08,0.006202729821267577,-0.008967381314601092,0.49757417818820365,1026
2013-07-09,-0.051356927669843414,-0.014117181686804257,0.4348647203248895,1476
2013-07-10,-0.0811068322887538,0.004992729217451076,0.42422472661023436,1548
2013-07-11,0.07971576574073161,0.09233882037705171,0.6723934157993205,75
2013-07-12,0.0803562255827324,-0.07479969456684937,0.5058953606974201,959
2013-07-13,0.0268929056047199,0.01845807478717939,0.5456898100734364,670
2013-07-14,-0.03192142764019358,0.07740436655099116,0.5458217685923346,669
2013-07-15,-0.02988547092740152,0.039476089763584216,0.5099294485177198,932
2013-07-16,0.04546374992411409,0.014555085496296007,0.5603576651019473,553
2013-07-17,0.07969466614058174,0.079472243573768,0.6595057393958867,100
2013-07-18,0.07768989900308976,-0.21687002727154245,0.3611587014130845,1837
2013-07-19,0.05624772332159107,0.05361858173086929,0.6102051347339974,281
2013-07-20,0.028678943380923846,-0.05293749848179724,0.4760802745806637,1194
2013-07-21,-0.08289939285092399,-0.14706207558012002,0.2703773612504933,1983
2013-07-22,-0.06740164303101098,0.040284764130395015,0.4732219507809212,1222
2013-07-23,0.07998345185548203,0.10928123978143317,0.6896035213184525,53
2013-07-24,0.021558426081984258,-0.011607325001818748,0.5102899307617027,929
2013-07-25,-0.09788797552660786,0.0756185199446317,0.478069374099561,1178
2013-07-26,-0.0794330772767274,0.1283708168074882,0.5492765692122981,643
2013-07-27,0.03297296797167741,0.10458171245512043,0.637893510108335,172
2013-07-28,-0.09871506908069003,0.13058571851810807,0.5322094791189552,773
2013-07-29,-0.0675657755664341,0.05875875545414798,0.49153180956925113,1069
2013-07-30,0.010019372023383462,0.005423247280524025,0.5157814489854446,894
2013-07-31,0.03865165368860492,-0.12876870878337676,0.41022177458676523,1629
2013-08-01,0.030664866050586333,-0.020296442881999294,0.5107072528501242,926
2013-08-02,-0.05487352395782176,-0.06807117145689878,0.37739413426681667,1776
2013-08-03,0.04270845841957344,0.17306397356822145,0.7161112616693323,24
2013-08-04,-0.052277568350573816,-0.014682308826190316,0.4333789525047731,1486
2013-08-05,-0.034647446218080136,0.009244940711155492,0.47493632417461246,1206
2013-08-06,0.04957089517367118,0.04350738625163408,0.5934171111068424,376
2013-08-07,0.0301991939595092,0.002876751878192932,0.5334147755192393,764
2013-08-08,0.07011729624890198,0.1349926394028569,0.7054487653332959,35
2013-08-09,0.03179519261013493,-0.05042339277035955,0.4817106295213125,1142
2013-08-10,0.013934334817160592,0.014957152587375976,0.5292303170860737,793
2013-08-11,-0.0809924322843153,-0.06000909068744724,0.35933730670977465,1841
2013-08-12,-0.026184225238046966,-0.10621324472925997,0.36794135971423025,1809
2013-08-13,-0.046686912313588694,-0.04955297110402632,0.4040989462639223,1654
2013-08-14,-0.050929457174117024,-0.00357438759547636,0.4458349849119438,1400
2013-08-15,0.09487472510055547,-0.03495562179298416,0.5602579329891084,554
2013-08-16,-0.021107840916581626,-0.05600512222151187,0.42322586654344363,1556
2013-08-17,0.078681925185489,-0.11311684092535021,0.46590391394167596,1271
2013-08-18,0.026500339349518832,-0.0072598896418990325,0.5195792793891569,874
2013-08-19,0.05923487485839604,-0.12098907375408338,0.4385846307858495,1454
2013-08-20,0.0008000327711046904,0.060193033263564816,0.5613318957162067,543
2013-08-21,0.015653391075338086,0.005983736403156848,0.5219759571600321,857
2013-08-22,-0.0012238470861609537,-0.11721556378879794,0.3818994188065783,1754
2013-08-23,-0.060678788290324845,-0.02534816999559244,0.41431187139561987,1608
2013-08-24,0.04476303720236742,-0.0607839562788501,0.48431791060505447,1114
2013-08-25,-0.043572913361762486,0.02492251700193099,0.48168843332170563,1143
2013-08-26,-0.09486419256364291,0.10662459185024835,0.5120992289681424,916
2013-08-27,0.02936707333149982,-0.15062524140326336,0.37908066160977394,1766
2013-08-28,-0.06430524996852396,0.008590642500189927,0.44462422221320314,1409
2013-08-29,0.0883643310206492,-0.013422067476934637,0.5752810932252517,468
2013-08-30,0.09105832955058368,0.05309576228443393,0.6444929215165548,146
2013-08-31,0.08324549219415583,0.016444286427411768,0.6000286083031049,332
2013-09-01,-0.02569564579884486,-0.06076899037070892,0.41387419351198335,1611
2013-09-02,-0.09663606254416013,-0.02613575868493287,0.37756700845244406,1775
2013-09-03,0.08593632666761145,-0.0642935123758824,0.5219816439732661,856
2013-09-04,-0.014090556186470853,0.08546912725628464,0.5717174007513508,487
2013-09-05,0.09360357795880009,0.0010934880621519434,0.5950358957024893,364
2013-09-06,0.09299660956791676,0.15148381102863706,0.7448192502780911,9
2013-09-07,0.07087450524353828,-0.005464308936773089,0.5657490259883023,520
2013-09-08,-0.04083760743601658,-0.0572839851844404,0.40221723706108015,1668
2013-09-09,-0.0227078401295487,-0.1217085952406296,0.3559223943113589,1849
2013-09-10,0.07049994845343768,-0.1448626179320789,0.4259761602028958,1534
2013-09-11,-0.0363429848186782,-0.1273423192720427,0.33665352559081635,1895
2013-09-12,-0.06582883651271516,0.02075868824931527,0.45526868141813714,1337
2013-09-13,0.011632866641736277,0.04008655802679119,0.5520582543500647,618
2013-09-14,0.08750356898222243,-0.12710669999417412,0.4607356986695855,1302
2013-09-15,0.03947857348506092,0.07099162129448582,0.6108090244610839,278
2013-09-16,0.014284848167939276,-0.03925632796627855,0.47536734988319784,1199
2013-09-17,-0.08029208709578001,0.011131997127240612,0.43117873971299775,1498
2013-09-18,0.023274059489900217,0.12836620642883062,0.6519790956002679,123
2013-09-19,0.09828338417091906,0.0711357014376392,0.6697579152900952,77
2013-09-20,-0.07171058280262896,-0.02209389566406998,0.4065343512148382,1643
2013-09-21,0.003938544622813633,-0.07190682186482651,0.4323705524395244,1492
2013-09-22,0.07574722853565746,-0.17275667593794805,0.4033293822792467,1662
2013-09-23,0.04842633770090718,-0.058143709370997054,0.4906214580114473,1077
2013-09-24,0.039675762349119875,-0.01750186293781896,0.5225127290928381,852
2013-09-25,0.04076943094748826,-0.0795858060036982,0.46152245462532715,1296
2013-09-26,-0.027829155605982675,-0.011112001198987784,0.4613976728765667,1299
2013-09-27,-0.04100901699703511,0.005536706805098081,0.46486651948960017,1277
2013-09-28,0.06214484524576906,-0.018599922376249692,0.5438837525510565,684
2013-09-29,0.06229529308590245,-0.052611650297480196,0.5100224724699594,930
2013-09-30,0.07368707786608697,0.012880929925734868,0.586906837473359,402
2013-10-01,0.08292072466136058,0.03474380813394942,0.6180033624768471,247
2013-10-02,0.0025410939222538275,-0.08784337002703108,0.4150365535767599,1605
2013-10-03,0.0005758730875062158,0.11226314654809812,0.6131778493171416,272
2013-10-04,0.05993164994342133,-0.008498494414344365,0.5517719852106141,622
2013-10-05,0.030265400305619326,0.0008965260039844212,0.5315007559911409,779
2013-10-06,0.04066598960160696,0.05604571002892123,0.5970505293120653,351
2013-10-07,0.05943114803728657,0.018045846669476742,0.5778158243883004,450
2013-10-08,0.07827368251357959,0.07563948688145647,0.6542519990765729,114
2013-10-09,-0.032128354479626586,0.0223584893845425,0.4905689645864531,1079
2013-10-10,-0.024610795321944927,-0.049606433802838384,0.4261216005567538,1533
2013-10-11,-0.08093099788175981,0.028308838184884718,0.4477166699846619,1384
2013-10-12,0.01592864234930106,-0.09210954041725619,0.4241579316135819,1549
2013-10-13,-0.09253893109058528,0.008073332630518447,0.4158732312214703,1600
2013-10-14,-0.006607782223441706,-0.0032698430831602705,0.4904612043749352,1082
2013-10-15,0.008801541091581613,-0.01726079241340652,0.4918795783597122,1066
2013-10-16,-0.04241913542427679,-0.010894444746717875,0.44702524951054246,1389
2013-10-17,0.01843926626386842,-0.15115936747141473,0.3676187284739911,1810
2013-10-18,-0.09362733586212374,-0.04450943645088031,0.36220205736853295,1831
2013-10-19,-0.09225774810009074,0.006816148259685786,0.4148972298411321,1606
2013-10-20,0.06479272628199795,0.01217706752818866,0.5773086234917237,456
2013-10-21,-0.02768925756768114,-0.08282545510568004,0.38982411700817593,1727
2013-10-22,-0.07431528331955678,0.10064518343757253,0.526668729799553,816
2013-10-23,0.004721266161027134,-0.06990543168876345,0.43515466415380083,1474
2013-10-24,0.05427132476978837,0.07694513221053567,0.6315552866618611,196
2013-10-25,-0.05656318035056508,0.03356410511813129,0.47733975444910337,1186
2013-10-26,0.024850709313866345,-0.05230962861910764,0.47287991037629584,1224
2013-10-27,-0.08265789285118014,0.14141342757715755,0.5590943644075146,568
2013-10-28,-0.08939104161621217,-0.09610239037212176,0.3148453976932032,1935
2013-10-29,0.006543540463695867,0.07292089005719675,0.5798032602024298,431
2013-10-30,0.008399638472087589,0.0794351416118349,0.5881736097654596,396
2013-10-31,0.027758594449707644,-0.054261060557735045,0.4738363635735097,1216
2013-11-01,0.045490880894598636,0.1107857801735429,0.6566154907496787,110
2013-11-02,0.09544303004257322,-0.020615164999519597,0.5751666947245908,469
2013-11-03,0.003532683810305323,0.022484046510785193,0.5263555600026276,820
2013-11-04,-0.03513609126168454,0.020214303270094193,0.4854170416899468,1107
2013-11-05,0.059309853103806986,-0.011356143149247246,0.5482925396360969,653
2013-11-06,-0.04556093559751893,0.06425321802117917,0.5190311121051974,878
2013-11-07,-0.011933101708806492,0.06286765381257373,0.5512733817853044,630
2013-11-08,-0.08403610958148042,-0.14049400169065773,0.2758087184093987,1980
2013-11-09,-0.09465723716684214,0.10373577559864873,0.5094173681133437,938
2013-11-10,0.09280229708565142,-0.13361080287445742,0.4595303238927311,1311
2013-11-11,0.06746863825250746,0.08199225251572928,0.6497997204497739,131
2013-11-12,0.03946745536880587,0.0895249671146034,0.6293312521649463,201
2013-11-13,-0.01793679696707974,-0.08788875824881928,0.3945132744656381,1707
2013-11-14,-0.06506852183576456,-0.03347658686797024,0.4017937209778024,1672
2013-11-15,-0.06843997731571655,-0.08906781731047832,0.34283103505534235,1880
2013-11-16,-0.0496788062170146,-0.017805126254702205,0.4328548972098203,1490
2013-11-17,0.01011794709129037,-0.0252541865664627,0.4852025902063648,1108
2013-11-18,0.04319179869007874,0.06176139874994378,0.6052920271215597,307
2013-11-19,0.03231208949361253,0.10421325585796551,0.636864175033115,180
2013-11-20,-0.04374060646074511,0.11104326103159308,0.5676414842523851,507
2013-11-21,0.091245670282705,-0.045584885957867555,0.5459996140063746,667
2013-11-22,0.047851997489219956,-0.017349193731165613,0.5308416334395916,786
2013-11-23,0.011143424652346414,-0.13528649920927938,0.3761957551246041,1780
2013-11-24,0.022616763396936752,-0.06508104915129848,0.4578745439271754,1323
2013-11-25,-0.015807373364375724,0.07657668681619337,0.5611081431333547,546
2013-11-26,-0.050181187949702215,0.1286351820522551,0.57879282378409,442
2013-11-27,-0.02853285011968141,-0.09935935358199714,0.37244662597985856,1796
2013-11-28,0.051841836242940066,-0.04800858456383489,0.5041720813606423,978
2013-11-29,-0.09684868812398255,-0.0027239043883175613,0.40076623716923704,1676
2013-11-30,-0.07651285774855049,0.021801448873965165,0.44562742080695183,1402
2013-12-01,-0.09052685744558303,-0.06537972542533514,0.34443224681061885,1878
2013-12-02,-0.09158162538613969,0.03331343972552375,0.4420706440209212,1427
2013-12-03,0.0713647309522677,-0.03851859159727673,0.5331849690365282,767
2013-12-04,0.041004186026070935,-0.0017676255018657418,0.5395753902057424,714
2013-12-05,-0.00489262003246869,0.04309129600869263,0.538537505657761,726
2013-12-06,-0.08016055371973346,-9.766224672842685e-05,0.42008061371507527,1572
2013-12-07,-0.0014042108265672612,-0.035522315073728966,0.463412303781241,1285
2013-12-08,-0.005033031693820578,-0.009380228145669856,0.4859255698420467,1105
2013-12-09,-0.0650870118679307,-0.007680480568030229,0.4275713372455762,1524
2013-12-10,-0.012957056002339144,-0.030212326222173617,0.45716944745702437,1328
2013-12-11,-0.020026438970459033,-0.021315128844971616,0.4589972618661065,1315
2013-12-12,0.023442633760509552,0.12728032980877374,0.6510617932508206,126
2013-12-13,0.027291344323594993,0.044262112003695626,0.5718922860088278,485
2013-12-14,-0.09066658389552493,-0.024249869273936287,0.38542237651207606,1743
2013-12-15,-0.0248048629246395,0.05514490852925544,0.5306788752861531,787
2013-12-16,0.02544459729291352,-0.02731700301208415,0.4984664239623665,1019
2013-12-17,0.000899865866083852,0.09323852717532785,0.5944772227229489,370
2013-12-18,0.07157058238773069,0.02895993154424414,0.600869343613512,329
2013-12-19,0.032011340473855274,-0.00919561535194169,0.5231545548034507,847
2013-12-20,-0.06714050043364783,0.03520591023321887,0.4684042394811082,1256
2013-12-21,-0.08561363636984778,-0.12628153599708353,0.28844365731460603,1969
2013-12-22,0.028756469791329405,-0.09075284134438782,0.4383424581284788,1457
2013-12-23,-0.09442512374160941,-0.09612544434352793,0.30978826159639994,1943
2013-12-24,0.017427730404758958,0.010824003749493171,0.5285905638357893,801
2013-12-25,0.0883186624350579,0.1379897561272041,0.7266472482437989,18
2013-12-26,0.015367449725242044,0.17789256786380722,0.6935988472705863,47
2013-12-27,-0.02209340060862936,0.05043264428365728,0.528678073356565,798
2013-12-28,0.02893025783853692,0.039456114163953185,0.5687252016840273,502
2013-12-29,-0.008076807751630385,-0.14469606256382261,0.34756595936608425,1871
2013-12-30,0.009395972013253269,-0.04402534781032508,0.4657094538844653,1273
2013-12-31,0.0885655759053713,-0.06363414398426241,0.525270261602646,832
2014-01-01,-0.022506858289778837,-0.05027925169169269,0.4275527197000656,1525
2014-01-02,0.09251072691484902,-0.014062949318386562,0.5787866072779997,443
2014-01-03,0.08134274254127899,-0.03837869004737362,0.5433028821754425,689
2014-01-04,-0.06056915889207442,-0.1589554286616664,0.2808142421277963,1977
2014-01-05,-0.08585512567490061,0.05922137665779937,0.47370508066443584,1218
2014-01-06,-0.0795717855744483,-0.08643088589078796,0.33433615821630086,1901
2014-01-07,-0.09608302071962377,0.018528305297288595,0.422784114259202,1560
